Energy(eV)	cross section (m-2)					
	(1) E + AR > E + AR	(2)  E + AR > AR* + E	(3) E + AR > AR* + E	(4) E + AR > AR^ + E + E	(5) E + AR* > AR^ + E + E	(6)  E + AR* > AR + E
1.780000E+00	2.413970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.247620E-21
1.785000E+00	2.420470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.257830E-21
1.790000E+00	2.426970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.267990E-21
1.795000E+00	2.433470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.278120E-21
1.800000E+00	2.439970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.288200E-21
1.805000E+00	2.446470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.298230E-21
1.810000E+00	2.452970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.308220E-21
1.815000E+00	2.459470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.318160E-21
1.820000E+00	2.465970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.328070E-21
1.825000E+00	2.472470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.337930E-21
1.830000E+00	2.478970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.347750E-21
1.835000E+00	2.485470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.357520E-21
1.840000E+00	2.491970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.367260E-21
1.845000E+00	2.498470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.376950E-21
1.850000E+00	2.504970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.386600E-21
1.855000E+00	2.511470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.396210E-21
1.860000E+00	2.517970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.405780E-21
1.865000E+00	2.524470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.415310E-21
1.870000E+00	2.530970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.424800E-21
1.875000E+00	2.537470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.434250E-21
1.880000E+00	2.543970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.443670E-21
1.885000E+00	2.550470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.453040E-21
1.890000E+00	2.556970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.462370E-21
1.895000E+00	2.563470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.471670E-21
1.900000E+00	2.569970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.480930E-21
1.905000E+00	2.576470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.484430E-21
1.910000E+00	2.582970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.487880E-21
1.915000E+00	2.589470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.491320E-21
1.920000E+00	2.595970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.494750E-21
1.925000E+00	2.602470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.498170E-21
1.930000E+00	2.608970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.501580E-21
1.935000E+00	2.615470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.504980E-21
1.940000E+00	2.621970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.508370E-21
1.945000E+00	2.628470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.511750E-21
1.950000E+00	2.634970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.515110E-21
1.955000E+00	2.641470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.518470E-21
1.960000E+00	2.647970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.521810E-21
1.965000E+00	2.654470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.525150E-21
1.970000E+00	2.660970E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.528470E-21
1.975000E+00	2.667470E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.531780E-21
1.980000E+00	2.673960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.535080E-21
1.985000E+00	2.680460E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.538380E-21
1.990000E+00	2.686960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.541660E-21
1.995000E+00	2.693460E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.544930E-21
2.000000E+00	2.699960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.548200E-21
2.005000E+00	2.707260E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.551450E-21
2.010000E+00	2.714560E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.554690E-21
2.015000E+00	2.721860E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.557920E-21
2.020000E+00	2.729160E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.561150E-21
2.025000E+00	2.736460E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.564360E-21
2.030000E+00	2.743760E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.567570E-21
2.035000E+00	2.751060E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.570760E-21
2.040000E+00	2.758360E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.573950E-21
2.045000E+00	2.765660E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.577120E-21
2.050000E+00	2.772960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.580290E-21
2.055000E+00	2.780260E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.583450E-21
2.060000E+00	2.787560E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.586600E-21
2.065000E+00	2.794860E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.589740E-21
2.070000E+00	2.802160E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.592870E-21
2.075000E+00	2.809460E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.595990E-21
2.080000E+00	2.816760E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.599100E-21
2.085000E+00	2.824060E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.602200E-21
2.090000E+00	2.831360E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.605300E-21
2.095000E+00	2.838660E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.608390E-21
2.100000E+00	2.845960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.611460E-21
2.105000E+00	2.853260E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.614530E-21
2.110000E+00	2.860560E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.617590E-21
2.115000E+00	2.867860E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.620650E-21
2.120000E+00	2.875160E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.623690E-21
2.125000E+00	2.882460E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.626720E-21
2.130000E+00	2.889760E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.629750E-21
2.135000E+00	2.897060E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.632770E-21
2.140000E+00	2.904360E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.635780E-21
2.145000E+00	2.911660E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.638790E-21
2.150000E+00	2.918960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.641780E-21
2.155000E+00	2.926260E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.644770E-21
2.160000E+00	2.933560E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.647750E-21
2.165000E+00	2.940860E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.650720E-21
2.170000E+00	2.948160E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.653680E-21
2.175000E+00	2.955460E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.656640E-21
2.180000E+00	2.962760E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.659590E-21
2.185000E+00	2.970060E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.662530E-21
2.190000E+00	2.977360E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.665460E-21
2.195000E+00	2.984660E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.668390E-21
2.200000E+00	2.991960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.671300E-21
2.205000E+00	2.999260E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.674210E-21
2.210000E+00	3.006560E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.677120E-21
2.215000E+00	3.013860E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.680010E-21
2.220000E+00	3.021160E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.682900E-21
2.225000E+00	3.028460E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.685780E-21
2.230000E+00	3.035760E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.688660E-21
2.235000E+00	3.043060E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.691520E-21
2.240000E+00	3.050360E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.694380E-21
2.245000E+00	3.057660E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.697230E-21
2.250000E+00	3.064960E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.700080E-21
2.255000E+00	3.072250E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.702920E-21
2.260000E+00	3.079550E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.705750E-21
2.265000E+00	3.086850E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.708580E-21
2.270000E+00	3.094150E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.711390E-21
2.275000E+00	3.101450E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.714210E-21
2.280000E+00	3.108750E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.717010E-21
2.285000E+00	3.116050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.719810E-21
2.290000E+00	3.123350E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.722600E-21
2.295000E+00	3.130650E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.725380E-21
2.300000E+00	3.137950E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.728160E-21
2.305000E+00	3.145250E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.730930E-21
2.310000E+00	3.152550E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.733700E-21
2.315000E+00	3.159850E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.736460E-21
2.320000E+00	3.167150E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.739210E-21
2.325000E+00	3.174450E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.741960E-21
2.330000E+00	3.181750E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.744700E-21
2.335000E+00	3.189050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.747430E-21
2.340000E+00	3.196350E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.750160E-21
2.345000E+00	3.203650E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.752880E-21
2.350000E+00	3.210950E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.755590E-21
2.355000E+00	3.218250E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.758300E-21
2.360000E+00	3.225550E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.761000E-21
2.365000E+00	3.232850E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.763700E-21
2.370000E+00	3.240150E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.766390E-21
2.375000E+00	3.247450E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.769080E-21
2.380000E+00	3.254750E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.771760E-21
2.385000E+00	3.262050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.774430E-21
2.390000E+00	3.269350E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.777100E-21
2.395000E+00	3.276650E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.779760E-21
2.400000E+00	3.283950E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.782410E-21
2.405000E+00	3.291250E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.785060E-21
2.410000E+00	3.298550E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.787710E-21
2.415000E+00	3.305850E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.790350E-21
2.420000E+00	3.313150E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.792980E-21
2.425000E+00	3.320450E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.795610E-21
2.430000E+00	3.327750E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.798230E-21
2.435000E+00	3.335050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.800840E-21
2.440000E+00	3.342350E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.803460E-21
2.445000E+00	3.349650E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.806060E-21
2.450000E+00	3.356950E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.808660E-21
2.455000E+00	3.364250E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.811260E-21
2.460000E+00	3.371550E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.813840E-21
2.465000E+00	3.378850E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.816430E-21
2.470000E+00	3.386150E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.819010E-21
2.475000E+00	3.393450E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.821580E-21
2.480000E+00	3.400750E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.824150E-21
2.485000E+00	3.408050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.826710E-21
2.490000E+00	3.415350E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.829270E-21
2.495000E+00	3.422650E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.831820E-21
2.500000E+00	3.429950E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.834370E-21
2.505000E+00	3.437650E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.836910E-21
2.510000E+00	3.445350E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.839450E-21
2.515000E+00	3.453050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.841980E-21
2.520000E+00	3.460750E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.844510E-21
2.525000E+00	3.468450E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.847030E-21
2.530000E+00	3.476150E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.849550E-21
2.535000E+00	3.483850E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.852060E-21
2.540000E+00	3.491550E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.854570E-21
2.545000E+00	3.499250E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.857070E-21
2.550000E+00	3.506950E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.859570E-21
2.555000E+00	3.514650E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.862060E-21
2.560000E+00	3.522350E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.864550E-21
2.565000E+00	3.530050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.867040E-21
2.570000E+00	3.537750E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.869520E-21
2.575000E+00	3.545450E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.871990E-21
2.580000E+00	3.553150E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.874460E-21
2.585000E+00	3.560850E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.876930E-21
2.590000E+00	3.568550E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.879390E-21
2.595000E+00	3.576250E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.881840E-21
2.600000E+00	3.583950E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.884290E-21
2.605000E+00	3.591640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.886740E-21
2.610000E+00	3.599340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.889190E-21
2.615000E+00	3.607050E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.896560E-21
2.620000E+00	3.614740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.903940E-21
2.625000E+00	3.622440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.911310E-21
2.630000E+00	3.630140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.918660E-21
2.635000E+00	3.637840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.925990E-21
2.640000E+00	3.645540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.933300E-21
2.645000E+00	3.653240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.940580E-21
2.650000E+00	3.660940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.947850E-21
2.655000E+00	3.668640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.955100E-21
2.660000E+00	3.676340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.962340E-21
2.665000E+00	3.684040E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.969550E-21
2.670000E+00	3.691740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.976740E-21
2.675000E+00	3.699440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.983920E-21
2.680000E+00	3.707140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.991080E-21
2.685000E+00	3.714840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.998210E-21
2.690000E+00	3.722540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.005340E-21
2.695000E+00	3.730240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.012440E-21
2.700000E+00	3.737940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.019520E-21
2.705000E+00	3.745640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.026590E-21
2.710000E+00	3.753340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.033630E-21
2.715000E+00	3.761040E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.040660E-21
2.720000E+00	3.768740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.047670E-21
2.725000E+00	3.776440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.054670E-21
2.730000E+00	3.784140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.061640E-21
2.735000E+00	3.791840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.068600E-21
2.740000E+00	3.799540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.075550E-21
2.745000E+00	3.807240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.082470E-21
2.750000E+00	3.814940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.089380E-21
2.755000E+00	3.822640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.096270E-21
2.760000E+00	3.830340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.103140E-21
2.765000E+00	3.838040E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.110000E-21
2.770000E+00	3.845740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.116840E-21
2.775000E+00	3.853440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.123660E-21
2.780000E+00	3.861140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.130460E-21
2.785000E+00	3.868840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.137250E-21
2.790000E+00	3.876540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.144030E-21
2.795000E+00	3.884240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.150780E-21
2.800000E+00	3.891940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.157520E-21
2.805000E+00	3.899640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.164250E-21
2.810000E+00	3.907340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.170950E-21
2.815000E+00	3.915040E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.177650E-21
2.820000E+00	3.922740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.184320E-21
2.825000E+00	3.930440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.190980E-21
2.830000E+00	3.938140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.197630E-21
2.835000E+00	3.945840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.204250E-21
2.840000E+00	3.953540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.210870E-21
2.845000E+00	3.961240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.217470E-21
2.850000E+00	3.968940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.224050E-21
2.855000E+00	3.976640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.230610E-21
2.860000E+00	3.984340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.237160E-21
2.865000E+00	3.992040E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.243700E-21
2.870000E+00	3.999740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.250220E-21
2.875000E+00	4.007440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.256730E-21
2.880000E+00	4.015140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.263220E-21
2.885000E+00	4.022840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.269690E-21
2.890000E+00	4.030540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.276160E-21
2.895000E+00	4.038240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.282600E-21
2.900000E+00	4.045940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.289030E-21
2.905000E+00	4.053640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.295450E-21
2.910000E+00	4.061340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.301850E-21
2.915000E+00	4.069040E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.308240E-21
2.920000E+00	4.076740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.314620E-21
2.925000E+00	4.084440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.320980E-21
2.930000E+00	4.092140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.327320E-21
2.935000E+00	4.099840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.333650E-21
2.940000E+00	4.107540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.339970E-21
2.945000E+00	4.115240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.346270E-21
2.950000E+00	4.122940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.352560E-21
2.955000E+00	4.130640E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.358830E-21
2.960000E+00	4.138340E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.365100E-21
2.965000E+00	4.146040E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.371340E-21
2.970000E+00	4.153740E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.377580E-21
2.975000E+00	4.161440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.383800E-21
2.980000E+00	4.169140E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.390010E-21
2.985000E+00	4.176840E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.396200E-21
2.990000E+00	4.184540E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.402380E-21
2.995000E+00	4.192240E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.408550E-21
3.000000E+00	4.199940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.414700E-21
3.005000E+00	4.207440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.420840E-21
3.010000E+00	4.214940E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.426970E-21
3.015000E+00	4.222440E-20	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.433080E-21
