Time x_Exact y_Exact x_FD y_FD x_TI y_TI x_TE y_TE x_B y_B
0 5.68563e-05 0 5.68563e-05 0 5.68563e-05 0 5.68563e-05 0 5.68563e-05 0
2.79093e-11 5.67878e-05 2.78981e-06 5.67193e-05 2.79093e-06 5.67878e-05 2.79093e-06 5.67878e-05 2.79429e-06 5.67878e-05 2.79093e-06
5.58185e-11 5.65825e-05 5.57289e-06 5.64453e-05 5.57513e-06 5.65825e-05 5.57513e-06 5.65821e-05 5.58522e-06 5.65825e-05 5.57513e-06
8.37278e-11 5.62409e-05 8.34255e-06 5.60346e-05 8.34588e-06 5.62408e-05 8.34591e-06 5.62395e-05 8.36605e-06 5.62408e-05 8.34591e-06
1.11637e-10 5.57638e-05 1.10921e-05 5.5488e-05 1.10965e-05 5.57636e-05 1.10966e-05 5.57603e-05 1.11301e-05 5.57636e-05 1.10966e-05
1.39546e-10 5.51524e-05 1.3815e-05 5.48063e-05 1.38202e-05 5.5152e-05 1.38206e-05 5.51455e-05 1.38705e-05 5.5152e-05 1.38206e-05
1.67456e-10 5.44081e-05 1.65045e-05 5.39909e-05 1.65105e-05 5.44076e-05 1.65112e-05 5.43961e-05 1.65809e-05 5.44076e-05 1.65112e-05
1.95365e-10 5.35327e-05 1.91543e-05 5.30434e-05 1.91608e-05 5.3532e-05 1.91622e-05 5.35137e-05 1.92544e-05 5.3532e-05 1.91622e-05
2.23274e-10 5.25284e-05 2.1758e-05 5.19659e-05 2.17646e-05 5.25275e-05 2.17669e-05 5.25e-05 2.18846e-05 5.25275e-05 2.17669e-05
2.51183e-10 5.13975e-05 2.43092e-05 5.07605e-05 2.43154e-05 5.13964e-05 2.43193e-05 5.13573e-05 2.4465e-05 5.13964e-05 2.43193e-05
2.79093e-10 5.01428e-05 2.68019e-05 4.94299e-05 2.68071e-05 5.01414e-05 2.68131e-05 5.00879e-05 2.69894e-05 5.01414e-05 2.68131e-05
3.07002e-10 4.87673e-05 2.923e-05 4.7977e-05 2.92335e-05 4.87656e-05 2.92423e-05 4.86945e-05 2.94514e-05 4.87656e-05 2.92423e-05
3.34911e-10 4.72743e-05 3.15877e-05 4.6405e-05 3.15886e-05 4.72723e-05 3.16011e-05 4.71803e-05 3.18451e-05 4.72723e-05 3.16011e-05
3.62821e-10 4.56674e-05 3.38693e-05 4.47174e-05 3.38665e-05 4.5665e-05 3.38838e-05 4.55486e-05 3.41644e-05 4.5665e-05 3.38838e-05
3.9073e-10 4.39505e-05 3.60693e-05 4.2918e-05 3.60615e-05 4.39477e-05 3.60849e-05 4.38031e-05 3.64036e-05 4.39477e-05 3.60849e-05
4.18639e-10 4.21277e-05 3.81824e-05 4.10108e-05 3.81683e-05 4.21245e-05 3.81991e-05 4.19476e-05 3.85572e-05 4.21245e-05 3.81991e-05
4.46548e-10 4.02035e-05 4.02035e-05 3.90003e-05 4.01814e-05 4.01998e-05 4.02214e-05 3.99865e-05 4.06196e-05 4.01998e-05 4.02214e-05
4.74458e-10 3.81824e-05 4.21277e-05 3.68909e-05 4.20958e-05 3.81782e-05 4.21467e-05 3.7924e-05 4.25858e-05 3.81782e-05 4.21467e-05
5.02367e-10 3.60693e-05 4.39505e-05 3.46875e-05 4.39067e-05 3.60645e-05 4.39706e-05 3.57651e-05 4.44508e-05 3.60645e-05 4.39706e-05
5.30276e-10 3.38693e-05 4.56674e-05 3.23952e-05 4.56094e-05 3.3864e-05 4.56886e-05 3.35146e-05 4.62098e-05 3.3864e-05 4.56886e-05
5.58185e-10 3.15877e-05 4.72743e-05 3.00194e-05 4.71996e-05 3.15818e-05 4.72965e-05 3.11778e-05 4.78583e-05 3.15818e-05 4.72965e-05
5.86095e-10 2.923e-05 4.87673e-05 2.75655e-05 4.86732e-05 2.92234e-05 4.87906e-05 2.87601e-05 4.93921e-05 2.92234e-05 4.87906e-05
6.14004e-10 2.68019e-05 5.01428e-05 2.50392e-05 5.00263e-05 2.67946e-05 5.01672e-05 2.62671e-05 5.08072e-05 2.67946e-05 5.01672e-05
6.41913e-10 2.43092e-05 5.13975e-05 2.24466e-05 5.12554e-05 2.43012e-05 5.14229e-05 2.37046e-05 5.20999e-05 2.43012e-05 5.14229e-05
6.69823e-10 2.1758e-05 5.25284e-05 1.97936e-05 5.23572e-05 2.17492e-05 5.25549e-05 2.10786e-05 5.32669e-05 2.17492e-05 5.25549e-05
6.97732e-10 1.91543e-05 5.35327e-05 1.70865e-05 5.33289e-05 1.91448e-05 5.35602e-05 1.83954e-05 5.4305e-05 1.91448e-05 5.35602e-05
7.25641e-10 1.65045e-05 5.44081e-05 1.43317e-05 5.41676e-05 1.64942e-05 5.44366e-05 1.56612e-05 5.52113e-05 1.64942e-05 5.44366e-05
7.5355e-10 1.3815e-05 5.51524e-05 1.15358e-05 5.48711e-05 1.38037e-05 5.51819e-05 1.28825e-05 5.59834e-05 1.38037e-05 5.51819e-05
7.8146e-10 1.10921e-05 5.57638e-05 8.70531e-06 5.54374e-05 1.10799e-05 5.57943e-05 1.00659e-05 5.66192e-05 1.10799e-05 5.57943e-05
8.09369e-10 8.34255e-06 5.62409e-05 5.84703e-06 5.58647e-05 8.32941e-06 5.62724e-05 7.21816e-06 5.71166e-05 8.32941e-06 5.62724e-05
8.37278e-10 5.57289e-06 5.65825e-05 2.96778e-06 5.61517e-05 5.55873e-06 5.6615e-05 4.34595e-06 5.74743e-05 5.55873e-06 5.6615e-05
8.65187e-10 2.78981e-06 5.67878e-05 7.44411e-08 5.62974e-05 2.77459e-06 5.68212e-05 1.45619e-06 5.7691e-05 2.77459e-06 5.68212e-05
8.93097e-10 6.66046e-20 5.68563e-05 -2.82605e-06 5.6301e-05 -1.63123e-08 5.68905e-05 -1.44421e-06 5.77659e-05 -1.63123e-08 5.68905e-05
9.21006e-10 -2.78981e-06 5.67878e-05 -5.72672e-06 5.61623e-05 -2.80726e-06 5.68229e-05 -4.34829e-06 5.76983e-05 -2.80726e-06 5.68229e-05
9.48915e-10 -5.57289e-06 5.65825e-05 -8.62058e-06 5.58812e-05 -5.59153e-06 5.66185e-05 -7.24905e-06 5.74882e-05 -5.59153e-06 5.66185e-05
9.76824e-10 -8.34255e-06 5.62409e-05 -1.15006e-05 5.5458e-05 -8.36242e-06 5.62777e-05 -1.01395e-05 5.71358e-05 -8.36242e-06 5.62777e-05
1.00473e-09 -1.10921e-05 5.57638e-05 -1.43599e-05 5.48935e-05 -1.11133e-05 5.58013e-05 -1.30126e-05 5.66414e-05 -1.11133e-05 5.58013e-05
1.03264e-09 -1.3815e-05 5.51524e-05 -1.71915e-05 5.41886e-05 -1.38374e-05 5.51906e-05 -1.58615e-05 5.6006e-05 -1.38374e-05 5.51906e-05
1.06055e-09 -1.65045e-05 5.44081e-05 -1.99885e-05 5.33447e-05 -1.65283e-05 5.4447e-05 -1.86792e-05 5.52308e-05 -1.65283e-05 5.4447e-05
1.08846e-09 -1.91543e-05 5.35327e-05 -2.2744e-05 5.23635e-05 -1.91795e-05 5.35723e-05 -2.14588e-05 5.43172e-05 -1.91795e-05 5.35723e-05
1.11637e-09 -2.1758e-05 5.25284e-05 -2.54514e-05 5.12471e-05 -2.17846e-05 5.25686e-05 -2.41936e-05 5.32672e-05 -2.17846e-05 5.25686e-05
1.14428e-09 -2.43092e-05 5.13975e-05 -2.8104e-05 4.99978e-05 -2.43373e-05 5.14383e-05 -2.68769e-05 5.2083e-05 -2.43373e-05 5.14383e-05
1.17219e-09 -2.68019e-05 5.01428e-05 -3.06953e-05 4.86182e-05 -2.68315e-05 5.01841e-05 -2.9502e-05 5.0767e-05 -2.68315e-05 5.01841e-05
1.2001e-09 -2.923e-05 4.87673e-05 -3.32188e-05 4.71114e-05 -2.92612e-05 4.8809e-05 -3.20625e-05 4.93222e-05 -2.92612e-05 4.8809e-05
1.22801e-09 -3.15877e-05 4.72743e-05 -3.56684e-05 4.54808e-05 -3.16204e-05 4.73165e-05 -3.45521e-05 4.77517e-05 -3.16204e-05 4.73165e-05
1.25592e-09 -3.38693e-05 4.56674e-05 -3.80379e-05 4.373e-05 -3.39036e-05 4.57099e-05 -3.69646e-05 4.6059e-05 -3.39036e-05 4.57099e-05
1.28383e-09 -3.60693e-05 4.39505e-05 -4.03215e-05 4.18628e-05 -3.61053e-05 4.39933e-05 -3.9294e-05 4.42479e-05 -3.61053e-05 4.39933e-05
1.31174e-09 -3.81824e-05 4.21277e-05 -4.25134e-05 3.98835e-05 -3.82201e-05 4.21708e-05 -4.15346e-05 4.23224e-05 -3.82201e-05 4.21708e-05
1.33965e-09 -4.02035e-05 4.02035e-05 -4.46082e-05 3.77966e-05 -4.02429e-05 4.02467e-05 -4.36805e-05 4.02869e-05 -4.02429e-05 4.02467e-05
1.36755e-09 -4.21277e-05 3.81824e-05 -4.66006e-05 3.56069e-05 -4.21689e-05 3.82257e-05 -4.57266e-05 3.81461e-05 -4.21689e-05 3.82257e-05
1.39546e-09 -4.39505e-05 3.60693e-05 -4.84854e-05 3.33194e-05 -4.39935e-05 3.61126e-05 -4.76676e-05 3.59049e-05 -4.39935e-05 3.61126e-05
1.42337e-09 -4.56674e-05 3.38693e-05 -5.0258e-05 3.09394e-05 -4.57121e-05 3.39126e-05 -4.94986e-05 3.35684e-05 -4.57121e-05 3.39126e-05
1.45128e-09 -4.72743e-05 3.15877e-05 -5.19137e-05 2.84724e-05 -4.73208e-05 3.16309e-05 -5.12149e-05 3.1142e-05 -4.73208e-05 3.16309e-05
1.47919e-09 -4.87673e-05 2.923e-05 -5.34483e-05 2.59241e-05 -4.88156e-05 2.92731e-05 -5.28121e-05 2.86313e-05 -4.88156e-05 2.92731e-05
1.5071e-09 -5.01428e-05 2.68019e-05 -5.48579e-05 2.33004e-05 -5.0193e-05 2.68447e-05 -5.4286e-05 2.60423e-05 -5.0193e-05 2.68447e-05
1.53501e-09 -5.13975e-05 2.43092e-05 -5.61386e-05 2.06076e-05 -5.14495e-05 2.43517e-05 -5.56328e-05 2.33809e-05 -5.14495e-05 2.43517e-05
1.56292e-09 -5.25284e-05 2.1758e-05 -5.72872e-05 1.78519e-05 -5.25822e-05 2.18001e-05 -5.68491e-05 2.06534e-05 -5.25822e-05 2.18001e-05
1.59083e-09 -5.35327e-05 1.91543e-05 -5.83005e-05 1.50398e-05 -5.35884e-05 1.91959e-05 -5.79314e-05 1.78662e-05 -5.35884e-05 1.91959e-05
1.61874e-09 -5.44081e-05 1.65045e-05 -5.91758e-05 1.2178e-05 -5.44657e-05 1.65456e-05 -5.88769e-05 1.50259e-05 -5.44657e-05 1.65456e-05
1.64665e-09 -5.51524e-05 1.3815e-05 -5.99106e-05 9.27321e-06 -5.52118e-05 1.38554e-05 -5.9683e-05 1.21391e-05 -5.52118e-05 1.38554e-05
1.67456e-09 -5.57638e-05 1.10921e-05 -6.05028e-05 6.33236e-06 -5.58251e-05 1.11318e-05 -6.03473e-05 9.21278e-06 -5.58251e-05 1.11318e-05
1.70247e-09 -5.62409e-05 8.34255e-06 -6.09506e-05 3.36244e-06 -5.6304e-05 8.3814e-06 -6.08681e-05 6.25385e-06 -5.6304e-05 8.3814e-06
1.73037e-09 -5.65825e-05 5.57289e-06 -6.12526e-05 3.70532e-07 -5.66474e-05 5.61083e-06 -6.12436e-05 3.26936e-06 -5.66474e-05 5.61083e-06
1.75828e-09 -5.67878e-05 2.78981e-06 -6.14078e-05 -2.6362e-06 -5.68545e-05 2.82676e-06 -6.14725e-05 2.66438e-07 -5.68545e-05 2.82676e-06
1.78619e-09 -5.68563e-05 -9.40342e-20 -6.14154e-05 -5.65055e-06 -5.69248e-05 3.5875e-08 -6.15541e-05 -2.74773e-06 -5.69248e-05 3.5875e-08
1.8141e-09 -5.67878e-05 -2.78981e-06 -6.12751e-05 -8.66527e-06 -5.6858e-05 -2.75509e-06 -6.14877e-05 -5.76589e-06 -5.6858e-05 -2.75509e-06
1.84201e-09 -5.65825e-05 -5.57289e-06 -6.09867e-05 -1.16731e-05 -5.66545e-05 -5.53943e-06 -6.12732e-05 -8.7808e-06 -5.66545e-05 -5.53943e-06
1.86992e-09 -5.62409e-05 -8.34255e-06 -6.05507e-05 -1.46668e-05 -5.63145e-05 -8.31043e-06 -6.09107e-05 -1.17852e-05 -5.63145e-05 -8.31043e-06
1.89783e-09 -5.57638e-05 -1.10921e-05 -5.99677e-05 -1.76391e-05 -5.58391e-05 -1.10614e-05 -6.04007e-05 -1.47718e-05 -5.58391e-05 -1.10614e-05
1.92574e-09 -5.51524e-05 -1.3815e-05 -5.92389e-05 -2.05827e-05 -5.52292e-05 -1.37858e-05 -5.97441e-05 -1.77333e-05 -5.52292e-05 -1.37858e-05
1.95365e-09 -5.44081e-05 -1.65045e-05 -5.83655e-05 -2.34906e-05 -5.44865e-05 -1.64769e-05 -5.89421e-05 -2.06626e-05 -5.44865e-05 -1.64769e-05
1.98156e-09 -5.35327e-05 -1.91543e-05 -5.73494e-05 -2.63556e-05 -5.36126e-05 -1.91284e-05 -5.79963e-05 -2.35526e-05 -5.36126e-05 -1.91284e-05
2.00947e-09 -5.25284e-05 -2.1758e-05 -5.61927e-05 -2.91707e-05 -5.26097e-05 -2.17338e-05 -5.69087e-05 -2.63961e-05 -5.26097e-05 -2.17338e-05
2.03738e-09 -5.13975e-05 -2.43092e-05 -5.48978e-05 -3.19291e-05 -5.14802e-05 -2.42868e-05 -5.56815e-05 -2.91862e-05 -5.14802e-05 -2.42868e-05
2.06529e-09 -5.01428e-05 -2.68019e-05 -5.34675e-05 -3.46239e-05 -5.02268e-05 -2.67814e-05 -5.43173e-05 -3.19161e-05 -5.02268e-05 -2.67814e-05
2.0932e-09 -4.87673e-05 -2.923e-05 -5.19049e-05 -3.72485e-05 -4.88525e-05 -2.92115e-05 -5.28191e-05 -3.45791e-05 -4.88525e-05 -2.92115e-05
2.1211e-09 -4.72743e-05 -3.15877e-05 -5.02135e-05 -3.97963e-05 -4.73607e-05 -3.15713e-05 -5.11902e-05 -3.71685e-05 -4.73607e-05 -3.15713e-05
2.14901e-09 -4.56674e-05 -3.38693e-05 -4.8397e-05 -4.22612e-05 -4.57549e-05 -3.3855e-05 -4.94342e-05 -3.96779e-05 -4.57549e-05 -3.3855e-05
2.17692e-09 -4.39505e-05 -3.60693e-05 -4.64595e-05 -4.46369e-05 -4.4039e-05 -3.60572e-05 -4.7555e-05 -4.21011e-05 -4.4039e-05 -3.60572e-05
2.20483e-09 -4.21277e-05 -3.81824e-05 -4.44054e-05 -4.69174e-05 -4.22171e-05 -3.81725e-05 -4.55569e-05 -4.44321e-05 -4.22171e-05 -3.81725e-05
2.23274e-09 -4.02035e-05 -4.02035e-05 -4.22393e-05 -4.90972e-05 -4.02936e-05 -4.0196e-05 -4.34443e-05 -4.6665e-05 -4.02936e-05 -4.0196e-05
2.26065e-09 -3.81824e-05 -4.21277e-05 -3.99662e-05 -5.11706e-05 -3.82732e-05 -4.21226e-05 -4.12222e-05 -4.87942e-05 -3.82732e-05 -4.21226e-05
2.28856e-09 -3.60693e-05 -4.39505e-05 -3.75914e-05 -5.31324e-05 -3.61608e-05 -4.39478e-05 -3.88955e-05 -5.08143e-05 -3.61608e-05 -4.39478e-05
2.31647e-09 -3.38693e-05 -4.56674e-05 -3.51203e-05 -5.49777e-05 -3.39613e-05 -4.56672e-05 -3.64696e-05 -5.27203e-05 -3.39613e-05 -4.56672e-05
2.34438e-09 -3.15877e-05 -4.72743e-05 -3.25586e-05 -5.67017e-05 -3.16801e-05 -4.72766e-05 -3.39502e-05 -5.45071e-05 -3.16801e-05 -4.72766e-05
2.37229e-09 -2.923e-05 -4.87673e-05 -2.99122e-05 -5.82999e-05 -2.93227e-05 -4.87721e-05 -3.13431e-05 -5.61703e-05 -2.93227e-05 -4.87721e-05
2.4002e-09 -2.68019e-05 -5.01428e-05 -2.71874e-05 -5.97682e-05 -2.68948e-05 -5.01502e-05 -2.86544e-05 -5.77055e-05 -2.68948e-05 -5.01502e-05
2.42811e-09 -2.43092e-05 -5.13975e-05 -2.43906e-05 -6.11028e-05 -2.44022e-05 -5.14076e-05 -2.58903e-05 -5.91087e-05 -2.44022e-05 -5.14076e-05
2.45602e-09 -2.1758e-05 -5.25284e-05 -2.15282e-05 -6.23e-05 -2.18509e-05 -5.25411e-05 -2.30573e-05 -6.03762e-05 -2.18509e-05 -5.25411e-05
2.48393e-09 -1.91543e-05 -5.35327e-05 -1.86071e-05 -6.33568e-05 -1.92471e-05 -5.35481e-05 -2.01621e-05 -6.15046e-05 -1.92471e-05 -5.35481e-05
2.51183e-09 -1.65045e-05 -5.44081e-05 -1.5634e-05 -6.42702e-05 -1.6597e-05 -5.44262e-05 -1.72115e-05 -6.2491e-05 -1.6597e-05 -5.44262e-05
2.53974e-09 -1.3815e-05 -5.51524e-05 -1.26162e-05 -6.50376e-05 -1.3907e-05 -5.51732e-05 -1.42124e-05 -6.33325e-05 -1.3907e-05 -5.51732e-05
2.56765e-09 -1.10921e-05 -5.57638e-05 -9.56065e-06 -6.56569e-05 -1.11836e-05 -5.57873e-05 -1.11721e-05 -6.40268e-05 -1.11836e-05 -5.57873e-05
2.59556e-09 -8.34255e-06 -5.62409e-05 -6.47473e-06 -6.61262e-05 -8.43339e-06 -5.62671e-05 -8.09771e-06 -6.45718e-05 -8.43339e-06 -5.62671e-05
2.62347e-09 -5.57289e-06 -5.65825e-05 -3.36577e-06 -6.6444e-05 -5.66293e-06 -5.66114e-05 -4.99655e-06 -6.4966e-05 -5.66293e-06 -5.66114e-05
2.65138e-09 -2.78981e-06 -5.67878e-05 -2.41201e-07 -6.66092e-05 -2.87892e-06 -5.68194e-05 -1.87604e-06 -6.52079e-05 -2.87892e-06 -5.68194e-05
2.67929e-09 2.92547e-19 -5.68563e-05 2.89147e-06 -6.66211e-05 -8.80623e-08 -5.68905e-05 1.25635e-06 -6.52966e-05 -8.80623e-08 -5.68905e-05
2.7072e-09 2.78981e-06 -5.67878e-05 6.02473e-06 -6.64791e-05 2.70293e-06 -5.68247e-05 4.39308e-06 -6.52316e-05 2.70293e-06 -5.68247e-05
2.73511e-09 5.57289e-06 -5.65825e-05 9.15102e-06 -6.61834e-05 5.48733e-06 -5.6622e-05 7.52663e-06 -6.50125e-05 5.48733e-06 -5.6622e-05
2.76302e-09 8.34255e-06 -5.62409e-05 1.22628e-05 -6.57342e-05 8.25843e-06 -5.62829e-05 1.06494e-05 -6.46397e-05 8.25843e-06 -5.62829e-05
2.79093e-09 1.10921e-05 -5.57638e-05 1.53525e-05 -6.51323e-05 1.10096e-05 -5.58083e-05 1.37539e-05 -6.41136e-05 1.10096e-05 -5.58083e-05
2.81884e-09 1.3815e-05 -5.51524e-05 1.84127e-05 -6.43786e-05 1.37341e-05 -5.51993e-05 1.68326e-05 -6.34351e-05 1.37341e-05 -5.51993e-05
2.84675e-09 1.65045e-05 -5.44081e-05 2.14359e-05 -6.34748e-05 1.64255e-05 -5.44574e-05 1.9878e-05 -6.26055e-05 1.64255e-05 -5.44574e-05
2.87465e-09 1.91543e-05 -5.35327e-05 2.44147e-05 -6.24226e-05 1.90772e-05 -5.35844e-05 2.28826e-05 -6.16263e-05 1.90772e-05 -5.35844e-05
2.90256e-09 2.1758e-05 -5.25284e-05 2.73418e-05 -6.12241e-05 2.1683e-05 -5.25823e-05 2.58392e-05 -6.04997e-05 2.1683e-05 -5.25823e-05
2.93047e-09 2.43092e-05 -5.13975e-05 3.02102e-05 -5.9882e-05 2.42364e-05 -5.14536e-05 2.87404e-05 -5.9228e-05 2.42364e-05 -5.14536e-05
2.95838e-09 2.68019e-05 -5.01428e-05 3.30126e-05 -5.83991e-05 2.67314e-05 -5.0201e-05 3.15793e-05 -5.78138e-05 2.67314e-05 -5.0201e-05
2.98629e-09 2.923e-05 -4.87673e-05 3.57423e-05 -5.67786e-05 2.91619e-05 -4.88275e-05 3.43487e-05 -5.62603e-05 2.91619e-05 -4.88275e-05
3.0142e-09 3.15877e-05 -4.72743e-05 3.83924e-05 -5.50241e-05 3.15221e-05 -4.73364e-05 3.70419e-05 -5.45709e-05 3.15221e-05 -4.73364e-05
3.04211e-09 3.38693e-05 -4.56674e-05 4.09564e-05 -5.31395e-05 3.38063e-05 -4.57313e-05 3.96521e-05 -5.27492e-05 3.38063e-05 -4.57313e-05
3.07002e-09 3.60693e-05 -4.39505e-05 4.34279e-05 -5.1129e-05 3.6009e-05 -4.40161e-05 4.2173e-05 -5.07994e-05 3.6009e-05 -4.40161e-05
3.09793e-09 3.81824e-05 -4.21277e-05 4.58006e-05 -4.89973e-05 3.8125e-05 -4.21949e-05 4.45981e-05 -4.87259e-05 3.8125e-05 -4.21949e-05
3.12584e-09 4.02035e-05 -4.02035e-05 4.80688e-05 -4.6749e-05 4.0149e-05 -4.02721e-05 4.69214e-05 -4.65334e-05 4.0149e-05 -4.02721e-05
3.15375e-09 4.21277e-05 -3.81824e-05 5.02266e-05 -4.43895e-05 4.20763e-05 -3.82523e-05 4.91371e-05 -4.42267e-05 4.20763e-05 -3.82523e-05
3.18166e-09 4.39505e-05 -3.60693e-05 5.22685e-05 -4.1924e-05 4.39022e-05 -3.61404e-05 5.12396e-05 -4.18114e-05 4.39022e-05 -3.61404e-05
3.20957e-09 4.56674e-05 -3.38693e-05 5.41895e-05 -3.93582e-05 4.56222e-05 -3.39414e-05 5.32235e-05 -3.92928e-05 4.56222e-05 -3.39414e-05
3.23748e-09 4.72743e-05 -3.15877e-05 5.59845e-05 -3.66982e-05 4.72324e-05 -3.16607e-05 5.50838e-05 -3.66768e-05 4.72324e-05 -3.16607e-05
3.26538e-09 4.87673e-05 -2.923e-05 5.76489e-05 -3.39501e-05 4.87287e-05 -2.93038e-05 5.68156e-05 -3.39696e-05 4.87287e-05 -2.93038e-05
3.29329e-09 5.01428e-05 -2.68019e-05 5.91784e-05 -3.11203e-05 5.01075e-05 -2.68763e-05 5.84146e-05 -3.11773e-05 5.01075e-05 -2.68763e-05
3.3212e-09 5.13975e-05 -2.43092e-05 6.0569e-05 -2.82153e-05 5.13656e-05 -2.43841e-05 5.98765e-05 -2.83065e-05 5.13656e-05 -2.43841e-05
3.34911e-09 5.25284e-05 -2.1758e-05 6.18171e-05 -2.52422e-05 5.25e-05 -2.18332e-05 6.11975e-05 -2.53639e-05 5.25e-05 -2.18332e-05
3.37702e-09 5.35327e-05 -1.91543e-05 6.29191e-05 -2.22077e-05 5.35078e-05 -1.92297e-05 6.23741e-05 -2.23565e-05 5.35078e-05 -1.92297e-05
3.40493e-09 5.44081e-05 -1.65045e-05 6.38722e-05 -1.91192e-05 5.43867e-05 -1.65799e-05 6.3403e-05 -1.92914e-05 5.43867e-05 -1.65799e-05
3.43284e-09 5.51524e-05 -1.3815e-05 6.46738e-05 -1.59839e-05 5.51346e-05 -1.38901e-05 6.42815e-05 -1.61757e-05 5.51346e-05 -1.38901e-05
3.46075e-09 5.57638e-05 -1.10921e-05 6.53214e-05 -1.28092e-05 5.57496e-05 -1.1167e-05 6.5007e-05 -1.3017e-05 5.57496e-05 -1.1167e-05
3.48866e-09 5.62409e-05 -8.34255e-06 6.58131e-05 -9.60276e-06 5.62302e-05 -8.41688e-06 6.55775e-05 -9.82259e-06 5.62302e-05 -8.41688e-06
3.51657e-09 5.65825e-05 -5.57289e-06 6.61475e-05 -6.37216e-06 5.65754e-05 -5.64653e-06 6.59911e-05 -6.6002e-06 5.65754e-05 -5.64653e-06
3.54448e-09 5.67878e-05 -2.78981e-06 6.63233e-05 -3.12515e-06 5.67842e-05 -2.86259e-06 6.62466e-05 -3.35751e-06 5.67842e-05 -2.86259e-06
3.57239e-09 5.68563e-05 4.40561e-19 6.63397e-05 1.30484e-07 5.68563e-05 -7.17499e-08 6.63429e-05 -1.02274e-07 5.68563e-05 -7.17499e-08
3.6003e-09 5.67878e-05 2.78981e-06 6.61963e-05 3.38693e-06 5.67913e-05 2.71926e-06 6.62794e-05 3.15769e-06 5.67913e-05 2.71926e-06
3.62821e-09 5.65825e-05 5.57289e-06 6.58931e-05 6.63633e-06 5.65895e-05 5.50372e-06 6.60559e-05 6.41454e-06 5.65895e-05 5.50372e-06
3.65611e-09 5.62409e-05 8.34255e-06 6.54303e-05 9.87085e-06 5.62513e-05 8.27493e-06 6.56726e-05 9.66041e-06 5.62513e-05 8.27493e-06
3.68402e-09 5.57638e-05 1.10921e-05 6.48088e-05 1.30827e-05 5.57776e-05 1.10262e-05 6.51299e-05 1.28875e-05 5.57776e-05 1.10262e-05
3.71193e-09 5.51524e-05 1.3815e-05 6.40296e-05 1.62639e-05 5.51694e-05 1.37509e-05 6.44287e-05 1.60879e-05 5.51694e-05 1.37509e-05
3.73984e-09 5.44081e-05 1.65045e-05 6.30942e-05 1.9407e-05 5.44284e-05 1.64426e-05 6.35705e-05 1.92539e-05 5.44284e-05 1.64426e-05
3.76775e-09 5.35327e-05 1.91543e-05 6.20046e-05 2.25041e-05 5.35562e-05 1.90946e-05 6.25569e-05 2.23778e-05 5.35562e-05 1.90946e-05
3.79566e-09 5.25284e-05 2.1758e-05 6.07629e-05 2.55478e-05 5.25549e-05 2.17006e-05 6.13899e-05 2.54519e-05 5.25549e-05 2.17006e-05
3.82357e-09 5.13975e-05 2.43092e-05 5.93718e-05 2.85305e-05 5.1427e-05 2.42544e-05 6.00721e-05 2.84687e-05 5.1427e-05 2.42544e-05
3.85148e-09 5.01428e-05 2.68019e-05 5.78344e-05 3.14449e-05 5.01752e-05 2.67498e-05 5.86061e-05 3.14209e-05 5.01752e-05 2.67498e-05
3.87939e-09 4.87673e-05 2.923e-05 5.61538e-05 3.42838e-05 4.88024e-05 2.91807e-05 5.69953e-05 3.4301e-05 4.88024e-05 2.91807e-05
3.9073e-09 4.72743e-05 3.15877e-05 5.43339e-05 3.70402e-05 4.73121e-05 3.15414e-05 5.5243e-05 3.71022e-05 4.73121e-05 3.15414e-05
3.93521e-09 4.56674e-05 3.38693e-05 5.23787e-05 3.97074e-05 4.57077e-05 3.38261e-05 5.33533e-05 3.98172e-05 4.57077e-05 3.38261e-05
3.96312e-09 4.39505e-05 3.60693e-05 5.02926e-05 4.22785e-05 4.39932e-05 3.60294e-05 5.13302e-05 4.24396e-05 4.39932e-05 3.60294e-05
3.99103e-09 4.21277e-05 3.81824e-05 4.80802e-05 4.47472e-05 4.21727e-05 3.81459e-05 4.91785e-05 4.49626e-05 4.21727e-05 3.81459e-05
4.01894e-09 4.02035e-05 4.02035e-05 4.57467e-05 4.71073e-05 4.02505e-05 4.01706e-05 4.69029e-05 4.738e-05 4.02505e-05 4.01706e-05
4.04684e-09 3.81824e-05 4.21277e-05 4.32973e-05 4.93529e-05 3.82313e-05 4.20985e-05 4.45086e-05 4.96857e-05 3.82313e-05 4.20985e-05
4.07475e-09 3.60693e-05 4.39505e-05 4.07377e-05 5.14783e-05 3.612e-05 4.3925e-05 4.20012e-05 5.18739e-05 3.612e-05 4.3925e-05
4.10266e-09 3.38693e-05 4.56674e-05 3.80738e-05 5.3478e-05 3.39216e-05 4.56458e-05 3.93863e-05 5.3939e-05 3.39216e-05 4.56458e-05
4.13057e-09 3.15877e-05 4.72743e-05 3.53117e-05 5.53469e-05 3.16414e-05 4.72566e-05 3.66701e-05 5.58757e-05 3.16414e-05 4.72566e-05
4.15848e-09 2.923e-05 4.87673e-05 3.24579e-05 5.70803e-05 2.92849e-05 4.87537e-05 3.38588e-05 5.76791e-05 2.92849e-05 4.87537e-05
4.18639e-09 2.68019e-05 5.01428e-05 2.95189e-05 5.86736e-05 2.68579e-05 5.01333e-05 3.0959e-05 5.93445e-05 2.68579e-05 5.01333e-05
