Time x_Exact y_Exact x_FD y_FD x_TI y_TI x_TE y_TE x_B y_B
2.60952e-08 -1.91543e-05 5.35327e-05 -6.10936e-05 0.000161584 -1.87058e-05 5.37393e-05 -5.71277e-05 0.000164479 -1.87058e-05 5.37393e-05
2.61231e-08 -2.1758e-05 5.25284e-05 -6.91623e-05 0.000158586 -2.13197e-05 5.27586e-05 -6.52701e-05 0.000161678 -2.13197e-05 5.27586e-05
2.6151e-08 -2.43092e-05 5.13975e-05 -7.70839e-05 0.000155191 -2.38823e-05 5.16508e-05 -7.32749e-05 0.000158478 -2.38823e-05 5.16508e-05
2.61789e-08 -2.68019e-05 5.01428e-05 -8.48388e-05 0.000151407 -2.63874e-05 5.04187e-05 -8.11227e-05 0.000154884 -2.63874e-05 5.04187e-05
2.62068e-08 -2.923e-05 4.87673e-05 -9.24079e-05 0.000147242 -2.88291e-05 4.90652e-05 -8.87941e-05 0.000150906 -2.88291e-05 4.90652e-05
2.62347e-08 -3.15877e-05 4.72743e-05 -9.97727e-05 0.000142706 -3.12015e-05 4.75935e-05 -9.62701e-05 0.00014655 -3.12015e-05 4.75935e-05
2.62626e-08 -3.38693e-05 4.56674e-05 -0.000106915 0.000137808 -3.34988e-05 4.60072e-05 -0.000103532 0.000141828 -3.34988e-05 4.60072e-05
2.62905e-08 -3.60693e-05 4.39505e-05 -0.000113816 0.00013256 -3.57155e-05 4.43101e-05 -0.000110563 0.000136749 -3.57155e-05 4.43101e-05
2.63184e-08 -3.81824e-05 4.21277e-05 -0.00012046 0.000126973 -3.78463e-05 4.25063e-05 -0.000117344 0.000131325 -3.78463e-05 4.25063e-05
2.63464e-08 -4.02035e-05 4.02035e-05 -0.00012683 0.00012106 -3.9886e-05 4.06001e-05 -0.000123859 0.000125569 -3.9886e-05 4.06001e-05
2.63743e-08 -4.21277e-05 3.81824e-05 -0.00013291 0.000114835 -4.18298e-05 3.85962e-05 -0.000130091 0.000119492 -4.18298e-05 3.85962e-05
2.64022e-08 -4.39505e-05 3.60693e-05 -0.000138684 0.00010831 -4.36729e-05 3.64993e-05 -0.000136025 0.00011311 -4.36729e-05 3.64993e-05
2.64301e-08 -4.56674e-05 3.38693e-05 -0.000144137 0.000101503 -4.5411e-05 3.43146e-05 -0.000141646 0.000106436 -4.5411e-05 3.43146e-05
2.6458e-08 -4.72743e-05 3.15877e-05 -0.000149257 9.44274e-05 -4.70397e-05 3.20472e-05 -0.000146939 9.94862e-05 -4.70397e-05 3.20472e-05
2.64859e-08 -4.87673e-05 2.923e-05 -0.000154029 8.71008e-05 -4.85553e-05 2.97026e-05 -0.000151891 9.22767e-05 -4.85553e-05 2.97026e-05
2.65138e-08 -5.01428e-05 2.68019e-05 -0.000158442 7.95399e-05 -4.9954e-05 2.72865e-05 -0.000156489 8.48241e-05 -4.9954e-05 2.72865e-05
2.65417e-08 -5.13975e-05 2.43092e-05 -0.000162483 7.17624e-05 -5.12325e-05 2.48047e-05 -0.000160722 7.71458e-05 -5.12325e-05 2.48047e-05
2.65696e-08 -5.25284e-05 2.1758e-05 -0.000166143 6.37865e-05 -5.23877e-05 2.22631e-05 -0.000164577 6.92597e-05 -5.23877e-05 2.22631e-05
2.65975e-08 -5.35327e-05 1.91543e-05 -0.000169411 5.5631e-05 -5.34169e-05 1.9668e-05 -0.000168045 6.11844e-05 -5.34169e-05 1.9668e-05
2.66254e-08 -5.44081e-05 1.65045e-05 -0.000172279 4.73151e-05 -5.43175e-05 1.70255e-05 -0.000171117 5.29389e-05 -5.43175e-05 1.70255e-05
2.66534e-08 -5.51524e-05 1.3815e-05 -0.000174738 3.88584e-05 -5.50873e-05 1.43419e-05 -0.000173784 4.45426e-05 -5.50873e-05 1.43419e-05
2.66813e-08 -5.57638e-05 1.10921e-05 -0.000176783 3.02809e-05 -5.57246e-05 1.16239e-05 -0.000176039 3.60153e-05 -5.57246e-05 1.16239e-05
2.67092e-08 -5.62409e-05 8.34255e-06 -0.000178406 2.16032e-05 -5.62278e-05 8.87784e-06 -0.000177876 2.73774e-05 -5.62278e-05 8.87784e-06
2.67371e-08 -5.65825e-05 5.57289e-06 -0.000179603 1.28457e-05 -5.65957e-05 6.11041e-06 -0.000179288 1.86493e-05 -5.65957e-05 6.11041e-06
2.6765e-08 -5.67878e-05 2.78981e-06 -0.000180371 4.02941e-06 -5.68274e-05 3.32827e-06 -0.000180272 9.85184e-06 -5.68274e-05 3.32827e-06
2.67929e-08 -5.68563e-05 4.19172e-17 -0.000180706 -4.82453e-06 -5.69223e-05 5.38117e-07 -0.000180824 1.00612e-06 -5.69223e-05 5.38117e-07
2.68208e-08 -5.67878e-05 -2.78981e-06 -0.000180606 -1.36949e-05 -5.68802e-05 -2.25333e-06 -0.000180942 -7.8667e-06 -5.68802e-05 -2.25333e-06
2.68487e-08 -5.65825e-05 -5.57289e-06 -0.000180071 -2.25604e-05 -5.67012e-05 -5.03936e-06 -0.000180624 -1.67453e-05 -5.67012e-05 -5.03936e-06
2.68766e-08 -5.62409e-05 -8.34255e-06 -0.0001791 -3.13996e-05 -5.63857e-05 -7.81325e-06 -0.000179871 -2.56083e-05 -5.63857e-05 -7.81325e-06
2.69045e-08 -5.57638e-05 -1.10921e-05 -0.000177696 -4.01911e-05 -5.59346e-05 -1.05683e-05 -0.000178682 -3.44344e-05 -5.59346e-05 -1.05683e-05
2.69324e-08 -5.51524e-05 -1.3815e-05 -0.00017586 -4.89138e-05 -5.53488e-05 -1.32979e-05 -0.000177061 -4.3202e-05 -5.53488e-05 -1.32979e-05
2.69604e-08 -5.44081e-05 -1.65045e-05 -0.000173596 -5.75463e-05 -5.46298e-05 -1.59955e-05 -0.000175008 -5.18901e-05 -5.46298e-05 -1.59955e-05
2.69883e-08 -5.35327e-05 -1.91543e-05 -0.000170908 -6.60677e-05 -5.37794e-05 -1.86546e-05 -0.00017253 -6.04775e-05 -5.37794e-05 -1.86546e-05
2.70162e-08 -5.25284e-05 -2.1758e-05 -0.000167802 -7.44571e-05 -5.27995e-05 -2.12688e-05 -0.00016963 -6.89431e-05 -5.27995e-05 -2.12688e-05
2.70441e-08 -5.13975e-05 -2.43092e-05 -0.000164284 -8.26941e-05 -5.16926e-05 -2.38317e-05 -0.000166314 -7.72665e-05 -5.16926e-05 -2.38317e-05
2.7072e-08 -5.01428e-05 -2.68019e-05 -0.000160362 -9.07583e-05 -5.04613e-05 -2.63373e-05 -0.00016259 -8.5427e-05 -5.04613e-05 -2.63373e-05
2.70999e-08 -4.87673e-05 -2.923e-05 -0.000156044 -9.86301e-05 -4.91085e-05 -2.87794e-05 -0.000158465 -9.34047e-05 -4.91085e-05 -2.87794e-05
2.71278e-08 -4.72743e-05 -3.15877e-05 -0.000151339 -0.00010629 -4.76375e-05 -3.11522e-05 -0.000153948 -0.00010118 -4.76375e-05 -3.11522e-05
2.71557e-08 -4.56674e-05 -3.38693e-05 -0.000146259 -0.000113719 -4.6052e-05 -3.345e-05 -0.00014905 -0.000108734 -4.6052e-05 -3.345e-05
2.71836e-08 -4.39505e-05 -3.60693e-05 -0.000140814 -0.000120898 -4.43556e-05 -3.56673e-05 -0.000143781 -0.000116047 -4.43556e-05 -3.56673e-05
2.72115e-08 -4.21277e-05 -3.81824e-05 -0.000135016 -0.00012781 -4.25524e-05 -3.77986e-05 -0.000138153 -0.000123101 -4.25524e-05 -3.77986e-05
2.72394e-08 -4.02035e-05 -4.02035e-05 -0.000128879 -0.000134438 -4.06469e-05 -3.9839e-05 -0.000132179 -0.000129879 -4.06469e-05 -3.9839e-05
2.72674e-08 -3.81824e-05 -4.21277e-05 -0.000122417 -0.000140764 -3.86436e-05 -4.17834e-05 -0.000125872 -0.000136364 -3.86436e-05 -4.17834e-05
2.72953e-08 -3.60693e-05 -4.39505e-05 -0.000115644 -0.000146773 -3.65473e-05 -4.36272e-05 -0.000119247 -0.00014254 -3.65473e-05 -4.36272e-05
2.73232e-08 -3.38693e-05 -4.56674e-05 -0.000108577 -0.00015245 -3.43631e-05 -4.53659e-05 -0.000112318 -0.00014839 -3.43631e-05 -4.53659e-05
2.73511e-08 -3.15877e-05 -4.72743e-05 -0.00010123 -0.00015778 -3.20962e-05 -4.69954e-05 -0.000105103 -0.0001539 -3.20962e-05 -4.69954e-05
2.7379e-08 -2.923e-05 -4.87673e-05 -9.36222e-05 -0.000162749 -2.97521e-05 -4.85117e-05 -9.76167e-05 -0.000159056 -2.97521e-05 -4.85117e-05
2.74069e-08 -2.68019e-05 -5.01428e-05 -8.57703e-05 -0.000167345 -2.73365e-05 -4.99112e-05 -8.98776e-05 -0.000163844 -2.73365e-05 -4.99112e-05
2.74348e-08 -2.43092e-05 -5.13975e-05 -7.76928e-05 -0.000171555 -2.48551e-05 -5.11904e-05 -8.19034e-05 -0.000168253 -2.48551e-05 -5.11904e-05
2.74627e-08 -2.1758e-05 -5.25284e-05 -6.94086e-05 -0.000175369 -2.23139e-05 -5.23465e-05 -7.37128e-05 -0.00017227 -2.23139e-05 -5.23465e-05
2.74906e-08 -1.91543e-05 -5.35327e-05 -6.09372e-05 -0.000178776 -1.97191e-05 -5.33764e-05 -6.5325e-05 -0.000175885 -1.97191e-05 -5.33764e-05
2.75185e-08 -1.65045e-05 -5.44081e-05 -5.22986e-05 -0.000181767 -1.70768e-05 -5.42779e-05 -5.67598e-05 -0.000179088 -1.70768e-05 -5.42779e-05
2.75465e-08 -1.3815e-05 -5.51524e-05 -4.35131e-05 -0.000184334 -1.43935e-05 -5.50486e-05 -4.80374e-05 -0.000181871 -1.43935e-05 -5.50486e-05
2.75744e-08 -1.10921e-05 -5.57638e-05 -3.46016e-05 -0.00018647 -1.16757e-05 -5.56867e-05 -3.91783e-05 -0.000184225 -1.16757e-05 -5.56867e-05
2.76023e-08 -8.34255e-06 -5.62409e-05 -2.55853e-05 -0.000188169 -8.9298e-06 -5.61908e-05 -3.02037e-05 -0.000186145 -8.9298e-06 -5.61908e-05
2.76302e-08 -5.57289e-06 -5.65825e-05 -1.64856e-05 -0.000189425 -6.16249e-06 -5.65595e-05 -2.11348e-05 -0.000187624 -6.16249e-06 -5.65595e-05
2.76581e-08 -2.78981e-06 -5.67878e-05 -7.32424e-06 -0.000190234 -3.38043e-06 -5.67921e-05 -1.19933e-05 -0.000188659 -3.38043e-06 -5.67921e-05
2.7686e-08 -4.58596e-17 -5.68563e-05 1.87684e-06 -0.000190593 -5.90303e-07 -5.68878e-05 -2.80103e-06 -0.000189244 -5.90303e-07 -5.68878e-05
2.77139e-08 2.78981e-06 -5.67878e-05 1.10956e-05 -0.000190501 2.20116e-06 -5.68466e-05 6.41996e-06 -0.000189378 2.20116e-06 -5.68466e-05
2.77418e-08 5.57289e-06 -5.65825e-05 2.03098e-05 -0.000189957 4.98724e-06 -5.66685e-05 1.56475e-05 -0.00018906 4.98724e-06 -5.66685e-05
2.77697e-08 8.34255e-06 -5.62409e-05 2.94972e-05 -0.00018896 7.76123e-06 -5.63539e-05 2.48595e-05 -0.000188288 7.76123e-06 -5.63539e-05
2.77976e-08 1.10921e-05 -5.57638e-05 3.86358e-05 -0.000187512 1.05164e-05 -5.59036e-05 3.40335e-05 -0.000187064 1.05164e-05 -5.59036e-05
2.78255e-08 1.3815e-05 -5.51524e-05 4.77032e-05 -0.000185615 1.32463e-05 -5.53187e-05 4.31476e-05 -0.00018539 1.32463e-05 -5.53187e-05
2.78535e-08 1.65045e-05 -5.44081e-05 5.66776e-05 -0.000183273 1.59441e-05 -5.46006e-05 5.21794e-05 -0.000183269 1.59441e-05 -5.46006e-05
2.78814e-08 1.91543e-05 -5.35327e-05 6.5537e-05 -0.000180491 1.86034e-05 -5.3751e-05 6.11071e-05 -0.000180704 1.86034e-05 -5.3751e-05
2.79093e-08 2.1758e-05 -5.25284e-05 7.42599e-05 -0.000177274 2.12179e-05 -5.2772e-05 6.99089e-05 -0.000177701 2.12179e-05 -5.2772e-05
2.79372e-08 2.43092e-05 -5.13975e-05 8.28248e-05 -0.000173629 2.37812e-05 -5.16658e-05 7.85633e-05 -0.000174266 2.37812e-05 -5.16658e-05
2.79651e-08 2.68019e-05 -5.01428e-05 9.12108e-05 -0.000169563 2.62871e-05 -5.04353e-05 8.70491e-05 -0.000170407 2.62871e-05 -5.04353e-05
2.7993e-08 2.923e-05 -4.87673e-05 9.93972e-05 -0.000165086 2.87297e-05 -4.90833e-05 9.53454e-05 -0.00016613 2.87297e-05 -4.90833e-05
2.80209e-08 3.15877e-05 -4.72743e-05 0.000107364 -0.000160207 3.1103e-05 -4.76131e-05 0.000103432 -0.000161447 3.1103e-05 -4.76131e-05
2.80488e-08 3.38693e-05 -4.56674e-05 0.000115091 -0.000154937 3.34013e-05 -4.60283e-05 0.000111288 -0.000156366 3.34013e-05 -4.60283e-05
2.80767e-08 3.60693e-05 -4.39505e-05 0.000122559 -0.000149287 3.56191e-05 -4.43326e-05 0.000118895 -0.0001509 3.56191e-05 -4.43326e-05
2.81046e-08 3.81824e-05 -4.21277e-05 0.000129751 -0.000143271 3.7751e-05 -4.25301e-05 0.000126234 -0.00014506 3.7751e-05 -4.25301e-05
2.81325e-08 4.02035e-05 -4.02035e-05 0.000136646 -0.000136902 3.97919e-05 -4.06252e-05 0.000133286 -0.00013886 3.97919e-05 -4.06252e-05
2.81605e-08 4.21277e-05 -3.81824e-05 0.00014323 -0.000130194 4.1737e-05 -3.86225e-05 0.000140034 -0.000132314 4.1737e-05 -3.86225e-05
2.81884e-08 4.39505e-05 -3.60693e-05 0.000149483 -0.000123164 4.35814e-05 -3.65268e-05 0.000146461 -0.000125437 4.35814e-05 -3.65268e-05
2.82163e-08 4.56674e-05 -3.38693e-05 0.000155392 -0.000115826 4.53208e-05 -3.43432e-05 0.000152549 -0.000118244 4.53208e-05 -3.43432e-05
2.82442e-08 4.72743e-05 -3.15877e-05 0.000160941 -0.000108198 4.6951e-05 -3.20768e-05 0.000158285 -0.000110753 4.6951e-05 -3.20768e-05
2.82721e-08 4.87673e-05 -2.923e-05 0.000166115 -0.000100298 4.84681e-05 -2.97332e-05 0.000163653 -0.00010298 4.84681e-05 -2.97332e-05
2.83e-08 5.01428e-05 -2.68019e-05 0.000170901 -9.21438e-05 4.98683e-05 -2.7318e-05 0.00016864 -9.49428e-05 4.98683e-05 -2.7318e-05
2.83279e-08 5.13975e-05 -2.43092e-05 0.000175287 -8.37547e-05 5.11484e-05 -2.48369e-05 0.000173232 -8.66614e-05 5.11484e-05 -2.48369e-05
2.83558e-08 5.25284e-05 -2.1758e-05 0.000179262 -7.51503e-05 5.23052e-05 -2.22961e-05 0.000177417 -7.81545e-05 5.23052e-05 -2.22961e-05
2.83837e-08 5.35327e-05 -1.91543e-05 0.000182814 -6.63508e-05 5.3336e-05 -1.97016e-05 0.000181185 -6.94422e-05 5.3336e-05 -1.97016e-05
2.84116e-08 5.44081e-05 -1.65045e-05 0.000185934 -5.73769e-05 5.42382e-05 -1.70597e-05 0.000184525 -6.0545e-05 5.42382e-05 -1.70597e-05
2.84395e-08 5.51524e-05 -1.3815e-05 0.000188613 -4.82499e-05 5.50098e-05 -1.43766e-05 0.000187429 -5.14837e-05 5.50098e-05 -1.43766e-05
2.84675e-08 5.57638e-05 -1.10921e-05 0.000190845 -3.89914e-05 5.56488e-05 -1.1659e-05 0.000189888 -4.228e-05 5.56488e-05 -1.1659e-05
2.84954e-08 5.62409e-05 -8.34255e-06 0.000192622 -2.96233e-05 5.61537e-05 -8.91327e-06 0.000191895 -3.29555e-05 5.61537e-05 -8.91327e-06
2.85233e-08 5.65825e-05 -5.57289e-06 0.000193939 -2.01681e-05 5.65233e-05 -6.14608e-06 0.000193444 -2.35326e-05 5.65233e-05 -6.14608e-06
2.85512e-08 5.67878e-05 -2.78981e-06 0.000194792 -1.06481e-05 5.67567e-05 -3.36408e-06 0.00019453 -1.40336e-05 5.67567e-05 -3.36408e-06
2.85791e-08 5.68563e-05 -4.9802e-17 0.000195177 -1.0863e-06 5.68534e-05 -5.7399e-07 0.000195151 -4.48121e-06 5.68534e-05 -5.7399e-07
