Time x_Exact v_Exact v_Exact_half x_FD v_FD x_LF v_LF
15.4785 0.824589 -0.71092 -0.694941 1.11574 -0.949412 0.824157 -0.695739
15.5029 0.806848 -0.742371 -0.726731 1.09256 -0.992428 0.806396 -0.727513
15.5273 0.788346 -0.773123 -0.757836 1.06833 -1.03455 0.787875 -0.758602
15.5518 0.769103 -0.803147 -0.788228 1.04308 -1.07574 0.768613 -0.788977
15.5762 0.749136 -0.832416 -0.817878 1.01681 -1.11595 0.748628 -0.81861
15.6006 0.728464 -0.860902 -0.846758 0.989568 -1.15515 0.727937 -0.847472
15.625 0.707107 -0.888577 -0.874842 0.961366 -1.1933 0.706562 -0.875536
15.6494 0.685084 -0.915415 -0.902102 0.932233 -1.23037 0.684522 -0.902776
15.6738 0.662416 -0.941393 -0.928513 0.902195 -1.26631 0.661837 -0.929167
15.6982 0.639124 -0.966484 -0.95405 0.871279 -1.30109 0.638529 -0.954682
15.7227 0.615232 -0.990665 -0.97869 0.839514 -1.33468 0.61462 -0.9793
15.7471 0.59076 -1.01391 -1.00241 0.806929 -1.36705 0.590133 -1.003
15.7715 0.565732 -1.03621 -1.02518 0.773554 -1.39816 0.565091 -1.02575
15.7959 0.540171 -1.05753 -1.04699 0.739419 -1.42798 0.539516 -1.04753
15.8203 0.514103 -1.07785 -1.06782 0.704557 -1.45649 0.513434 -1.06833
15.8447 0.48755 -1.09716 -1.08764 0.668998 -1.48365 0.486868 -1.08813
15.8691 0.460539 -1.11544 -1.10643 0.632776 -1.50944 0.459844 -1.1069
15.8936 0.433094 -1.13267 -1.12419 0.595924 -1.53384 0.432388 -1.12463
15.918 0.405241 -1.14883 -1.14088 0.558477 -1.55681 0.404524 -1.1413
15.9424 0.377007 -1.16391 -1.15651 0.520469 -1.57834 0.37628 -1.15689
15.9668 0.348419 -1.17789 -1.17104 0.481935 -1.59841 0.347681 -1.1714
15.9912 0.319502 -1.19077 -1.18447 0.442912 -1.61699 0.318755 -1.1848
16.0156 0.290285 -1.20253 -1.19679 0.403435 -1.63406 0.289529 -1.19709
16.04 0.260794 -1.21315 -1.20798 0.36354 -1.64962 0.260031 -1.20825
16.0645 0.231058 -1.22263 -1.21803 0.323267 -1.66363 0.230288 -1.21828
16.0889 0.201105 -1.23096 -1.22694 0.28265 -1.6761 0.200328 -1.22716
16.1133 0.170962 -1.23814 -1.2347 0.24173 -1.68699 0.170179 -1.23488
16.1377 0.140658 -1.24414 -1.24129 0.200544 -1.69631 0.139871 -1.24144
16.1621 0.110222 -1.24898 -1.24671 0.15913 -1.70404 0.10943 -1.24683
16.1865 0.0796824 -1.25264 -1.25096 0.117527 -1.71018 0.0788871 -1.25105
16.2109 0.0490677 -1.25512 -1.25403 0.0757749 -1.71471 0.0482696 -1.25409
16.2354 0.0184067 -1.25642 -1.25592 0.0339119 -1.71763 0.0176066 -1.25596
16.2598 -0.0122715 -1.25654 -1.25663 -0.00802249 -1.71894 -0.0130729 -1.25663
16.2842 -0.0429383 -1.25548 -1.25616 -0.0499888 -1.71863 -0.0437401 -1.25613
16.3086 -0.0735646 -1.25323 -1.2545 -0.0919475 -1.7167 -0.0743662 -1.25444
16.333 -0.104122 -1.24981 -1.25167 -0.133859 -1.71316 -0.104922 -1.25158
16.3574 -0.134581 -1.2452 -1.24765 -0.175684 -1.708 -0.13538 -1.24753
16.3818 -0.164913 -1.23943 -1.24246 -0.217383 -1.70122 -0.165709 -1.24231
16.4062 -0.19509 -1.23249 -1.23611 -0.258917 -1.69284 -0.195883 -1.23592
16.4307 -0.225084 -1.22439 -1.22859 -0.300246 -1.68286 -0.225873 -1.22837
16.4551 -0.254866 -1.21514 -1.21991 -0.341332 -1.67129 -0.25565 -1.21966
16.4795 -0.284408 -1.20474 -1.21008 -0.382135 -1.65813 -0.285186 -1.20981
16.5039 -0.313682 -1.19321 -1.19912 -0.422616 -1.64339 -0.314454 -1.19881
16.5283 -0.342661 -1.18056 -1.18703 -0.462738 -1.6271 -0.343426 -1.18669
16.5527 -0.371317 -1.1668 -1.17382 -0.502462 -1.60926 -0.372075 -1.17345
16.5771 -0.399624 -1.15193 -1.1595 -0.541751 -1.58989 -0.400373 -1.1591
16.6016 -0.427555 -1.13599 -1.14409 -0.580567 -1.569 -0.428295 -1.14367
16.626 -0.455084 -1.11897 -1.12761 -0.618872 -1.54662 -0.455813 -1.12716
16.6504 -0.482184 -1.1009 -1.11007 -0.656632 -1.52276 -0.482903 -1.10958
16.6748 -0.50883 -1.0818 -1.09148 -0.693808 -1.49744 -0.509537 -1.09097
16.6992 -0.534998 -1.06167 -1.07186 -0.730367 -1.4707 -0.535693 -1.07132
16.7236 -0.560662 -1.04055 -1.05124 -0.766273 -1.44254 -0.561344 -1.05067
16.748 -0.585798 -1.01845 -1.02962 -0.801491 -1.413 -0.586467 -1.02903
16.7725 -0.610383 -0.99539 -1.00704 -0.835988 -1.3821 -0.611037 -1.00642
16.7969 -0.634393 -0.971394 -0.983508 -0.86973 -1.34987 -0.635033 -0.98286
16.8213 -0.657807 -0.946482 -0.959051 -0.902686 -1.31634 -0.658431 -0.958378
16.8457 -0.680601 -0.920681 -0.933691 -0.934823 -1.28153 -0.681209 -0.932993
16.8701 -0.702755 -0.894012 -0.907453 -0.966111 -1.24549 -0.703346 -0.90673
16.8945 -0.724247 -0.866502 -0.880361 -0.996518 -1.20825 -0.724821 -0.879614
16.9189 -0.745058 -0.838177 -0.85244 -1.02602 -1.16983 -0.745614 -0.85167
16.9434 -0.765167 -0.809063 -0.823717 -1.05458 -1.13027 -0.765705 -0.822924
16.9678 -0.784557 -0.779187 -0.794218 -1.08217 -1.08961 -0.785075 -0.793404
16.9922 -0.803208 -0.748578 -0.763972 -1.10877 -1.04789 -0.803706 -0.763137
17.0166 -0.821103 -0.717264 -0.733007 -1.13436 -1.00515 -0.821581 -0.732152
17.041 -0.838225 -0.685276 -0.701352 -1.1589 -0.961414 -0.838682 -0.700477
17.0654 -0.854558 -0.652642 -0.669038 -1.18237 -0.916735 -0.854995 -0.668143
17.0898 -0.870087 -0.619394 -0.636093 -1.20475 -0.871151 -0.870502 -0.63518
17.1143 -0.884797 -0.585563 -0.60255 -1.22602 -0.824704 -0.88519 -0.60162
17.1387 -0.898674 -0.551181 -0.568439 -1.24615 -0.777437 -0.899045 -0.567493
17.1631 -0.911706 -0.516281 -0.533794 -1.26513 -0.729394 -0.912053 -0.532832
17.1875 -0.92388 -0.480894 -0.498646 -1.28294 -0.680619 -0.924203 -0.497669
17.2119 -0.935184 -0.445055 -0.463029 -1.29956 -0.631158 -0.935484 -0.462039
17.2363 -0.945607 -0.408797 -0.426976 -1.31497 -0.581056 -0.945883 -0.425973
17.2607 -0.955141 -0.372154 -0.390522 -1.32915 -0.53036 -0.955393 -0.389506
17.2852 -0.963776 -0.335161 -0.353699 -1.3421 -0.479117 -0.964003 -0.352673
17.3096 -0.971504 -0.297853 -0.316544 -1.3538 -0.427375 -0.971706 -0.315507
17.334 -0.978317 -0.260264 -0.279091 -1.36423 -0.375182 -0.978494 -0.278045
17.3584 -0.98421 -0.22243 -0.241375 -1.37339 -0.322586 -0.984361 -0.240321
17.3828 -0.989177 -0.184387 -0.203432 -1.38127 -0.269638 -0.989302 -0.202371
17.4072 -0.993212 -0.14617 -0.165298 -1.38785 -0.216385 -0.993311 -0.16423
17.4316 -0.996313 -0.107816 -0.127008 -1.39313 -0.162879 -0.996386 -0.125935
17.4561 -0.998476 -0.0693604 -0.0885987 -1.39711 -0.10917 -0.998523 -0.0875209
17.4805 -0.999699 -0.0308394 -0.0501058 -1.39977 -0.0553069 -0.99972 -0.0490247
17.5049 -0.999981 0.00771058 -0.0115658 -1.40112 -0.00134121 -0.999976 -0.0104824
17.5293 -0.999322 0.0462533 0.0269851 -1.40116 0.0526765 -0.99929 0.0280698
17.5537 -0.997723 0.0847525 0.0655106 -1.39987 0.106696 -0.997664 0.0665956
17.5781 -0.995185 0.123172 0.103974 -1.39727 0.160665 -0.995099 0.105059
17.6025 -0.99171 0.161475 0.14234 -1.39334 0.214534 -0.991598 0.143423
17.627 -0.987301 0.199627 0.180573 -1.38811 0.268252 -0.987163 0.181652
17.6514 -0.981964 0.237591 0.218635 -1.38156 0.321768 -0.981799 0.21971
17.6758 -0.975702 0.275331 0.256491 -1.3737 0.375031 -0.975511 0.257562
17.7002 -0.968522 0.312812 0.294106 -1.36455 0.427992 -0.968305 0.295171
17.7246 -0.960431 0.349998 0.331444 -1.3541 0.480599 -0.960187 0.332502
17.749 -0.951435 0.386855 0.36847 -1.34236 0.532804 -0.951165 0.36952
17.7734 -0.941544 0.423348 0.405149 -1.32936 0.584556 -0.941249 0.406191
17.7979 -0.930767 0.459443 0.441447 -1.31508 0.635807 -0.930446 0.442479
17.8223 -0.919114 0.495105 0.47733 -1.29956 0.686507 -0.918767 0.47835
17.8467 -0.906596 0.530301 0.512763 -1.2828 0.73661 -0.906224 0.513772
17.8711 -0.893224 0.564998 0.547714 -1.26482 0.786066 -0.892828 0.548709
17.8955 -0.879012 0.599164 0.582149 -1.24563 0.834828 -0.878591 0.583131
17.9199 -0.863973 0.632765 0.616037 -1.22524 0.882851 -0.863528 0.617003
17.9443 -0.84812 0.665771 0.649344 -1.20369 0.930088 -0.847651 0.650295
17.9688 -0.83147 0.69815 0.682041 -1.18098 0.976494 -0.830977 0.682975
17.9932 -0.814036 0.729872 0.714095 -1.15714 1.02202 -0.813521 0.715011
18.0176 -0.795837 0.760908 0.745478 -1.13219 1.06664 -0.795299 0.746375
18.042 -0.776888 0.791227 0.776158 -1.10615 1.11029 -0.776328 0.777036
18.0664 -0.757209 0.820801 0.806109 -1.07904 1.15293 -0.756627 0.806966
18.0908 -0.736817 0.849603 0.8353 -1.0509 1.19453 -0.736213 0.836137
18.1152 -0.715731 0.877605 0.863706 -1.02173 1.23505 -0.715107 0.86452
18.1396 -0.693971 0.904782 0.891299 -0.99158 1.27444 -0.693327 0.89209
18.1641 -0.671559 0.931107 0.918052 -0.960466 1.31267 -0.670895 0.91882
18.1885 -0.648514 0.956555 0.943942 -0.928418 1.3497 -0.647832 0.944685
18.2129 -0.624859 0.981103 0.968943 -0.895467 1.38549 -0.624158 0.969661
18.2373 -0.600616 1.00473 0.993033 -0.861641 1.42001 -0.599898 0.993724
18.2617 -0.575808 1.02741 1.01619 -0.826973 1.45323 -0.575072 1.01685
18.2861 -0.550458 1.04912 1.03839 -0.791494 1.48511 -0.549705 1.03902
18.3105 -0.52459 1.06984 1.05961 -0.755236 1.51563 -0.523821 1.06022
18.335 -0.498228 1.08956 1.07983 -0.718234 1.54474 -0.497444 1.08041
18.3594 -0.471397 1.10825 1.09904 -0.68052 1.57244 -0.470598 1.09959
18.3838 -0.444122 1.1259 1.11721 -0.642131 1.59867 -0.44331 1.11773
18.4082 -0.41643 1.14249 1.13433 -0.6031 1.62343 -0.415604 1.13482
18.4326 -0.388345 1.15801 1.15039 -0.563466 1.64668 -0.387508 1.15085
18.457 -0.359895 1.17243 1.16536 -0.523264 1.6684 -0.359046 1.16579
18.4814 -0.331106 1.18575 1.17923 -0.482531 1.68858 -0.330247 1.17963
18.5059 -0.302006 1.19796 1.192 -0.441306 1.70718 -0.301136 1.19236
18.5303 -0.272621 1.20904 1.20364 -0.399627 1.72419 -0.271743 1.20397
18.5547 -0.24298 1.21898 1.21415 -0.357533 1.7396 -0.242093 1.21445
18.5791 -0.21311 1.22777 1.22352 -0.315062 1.75338 -0.212216 1.22378
18.6035 -0.18304 1.23541 1.23173 -0.272255 1.76553 -0.182138 1.23196
18.6279 -0.152797 1.24188 1.23879 -0.229151 1.77603 -0.15189 1.23898
18.6523 -0.122411 1.24719 1.24468 -0.185791 1.78486 -0.121498 1.24484
18.6768 -0.091909 1.25132 1.2494 -0.142215 1.79202 -0.0909923 1.24952
18.7012 -0.0613207 1.25427 1.25294 -0.0984647 1.79751 -0.0604007 1.25303
18.7256 -0.0306748 1.25605 1.25531 -0.0545803 1.8013 -0.0297523 1.25536
18.75 -2.69484e-15 1.25664 1.25649 -0.0106032 1.80341 0.000924157 1.25651
18.7744 0.0306748 1.25605 1.25649 0.0334253 1.80382 0.0315997 1.25647
18.7988 0.0613207 1.25427 1.25531 0.0774638 1.80253 0.0622455 1.25525
18.8232 0.091909 1.25132 1.25294 0.121471 1.79954 0.0928328 1.25285
18.8477 0.122411 1.24719 1.2494 0.165405 1.79486 0.123333 1.24927
18.8721 0.152797 1.24188 1.24468 0.209225 1.78848 0.153716 1.24452
18.8965 0.18304 1.23541 1.23879 0.252889 1.78041 0.183955 1.23859
18.9209 0.21311 1.22777 1.23173 0.296356 1.77066 0.214021 1.2315
18.9453 0.24298 1.21898 1.22352 0.339585 1.75924 0.243886 1.22325
18.9697 0.272621 1.20904 1.21415 0.382535 1.74615 0.273521 1.21385
18.9941 0.302006 1.19796 1.20364 0.425166 1.7314 0.302898 1.2033
19.0186 0.331106 1.18575 1.192 0.467436 1.71501 0.331991 1.19162
19.043 0.359895 1.17243 1.17923 0.509306 1.69699 0.360771 1.17882
19.0674 0.388345 1.15801 1.16536 0.550737 1.67735 0.389211 1.16492
19.0918 0.41643 1.14249 1.15039 0.591688 1.65612 0.417285 1.14991
19.1162 0.444122 1.1259 1.13433 0.63212 1.63331 0.444966 1.13382
19.1406 0.471397 1.10825 1.11721 0.671996 1.60894 0.472229 1.11667
19.165 0.498228 1.08956 1.09904 0.711277 1.58303 0.499046 1.09846
19.1895 0.52459 1.06984 1.07983 0.749925 1.55561 0.525395 1.07922
19.2139 0.550458 1.04912 1.05961 0.787904 1.5267 0.551248 1.05897
19.2383 0.575808 1.02741 1.03839 0.825176 1.49632 0.576583 1.03771
19.2627 0.600616 1.00473 1.01619 0.861708 1.46451 0.601375 1.01549
19.2871 0.624859 0.981103 0.993033 0.897462 1.43128 0.625601 0.992301
19.3115 0.648514 0.956555 0.968943 0.932406 1.39668 0.649239 0.968182
19.3359 0.671559 0.931107 0.943942 0.966504 1.36074 0.672265 0.943151
19.3604 0.693971 0.904782 0.918052 0.999726 1.32348 0.694658 0.917234
19.3848 0.715731 0.877605 0.891299 1.03204 1.28493 0.716398 0.890452
19.4092 0.736817 0.849603 0.863706 1.06341 1.24514 0.737463 0.862833
19.4336 0.757209 0.820801 0.8353 1.09381 1.20415 0.757834 0.834401
19.458 0.776888 0.791227 0.806109 1.1232 1.16198 0.777492 0.805184
19.4824 0.795837 0.760908 0.776158 1.15157 1.11867 0.796418 0.77521
19.5068 0.814036 0.729872 0.745478 1.17888 1.07428 0.814594 0.744505
19.5312 0.83147 0.69815 0.714095 1.20511 1.02883 0.832004 0.7131
19.5557 0.84812 0.665771 0.682041 1.23023 0.982367 0.848631 0.681024
19.5801 0.863973 0.632765 0.649344 1.25421 0.934938 0.864458 0.648306
19.6045 0.879012 0.599164 0.616037 1.27704 0.886584 0.879473 0.614979
19.6289 0.893224 0.564998 0.582149 1.29868 0.83735 0.893659 0.581072
19.6533 0.906596 0.530301 0.547714 1.31913 0.787282 0.907004 0.546619
19.6777 0.919114 0.495105 0.512763 1.33835 0.736425 0.919496 0.511651
19.7021 0.930767 0.459443 0.47733 1.35633 0.684828 0.931122 0.476202
19.7266 0.941544 0.423348 0.441447 1.37305 0.632537 0.941871 0.440304
19.751 0.951435 0.386855 0.405149 1.38849 0.579602 0.951734 0.403992
19.7754 0.960431 0.349998 0.36847 1.40264 0.526071 0.960702 0.3673
19.7998 0.968522 0.312812 0.331444 1.41548 0.471995 0.968765 0.330262
19.8242 0.975702 0.275331 0.294106 1.42701 0.417424 0.975916 0.292913
19.8486 0.981964 0.237591 0.256491 1.4372 0.362408 0.982148 0.255288
19.873 0.987301 0.199627 0.218635 1.44605 0.307 0.987457 0.217423
19.8975 0.99171 0.161475 0.180573 1.45354 0.25125 0.991835 0.179354
19.9219 0.995185 0.123172 0.14234 1.45967 0.195211 0.99528 0.141115
19.9463 0.997723 0.0847525 0.103974 1.46444 0.138936 0.997789 0.102744
19.9707 0.999322 0.0462533 0.0655106 1.46783 0.0824776 0.999358 0.0642761
19.9951 0.999981 0.00771058 0.0269851 1.46985 0.025888 0.999987 0.0257477
20.0195 0.999699 -0.0308394 -0.0115658 1.47048 -0.0307792 0.999674 -0.0128049
20.0439 0.998476 -0.0693604 -0.0501058 1.46973 -0.0874707 0.998421 -0.0513455
20.0684 0.996313 -0.107816 -0.0885987 1.46759 -0.144133 0.996227 -0.0898378
20.0928 0.993212 -0.14617 -0.127008 1.46407 -0.200714 0.993096 -0.128245
20.1172 0.989177 -0.184387 -0.165298 1.45917 -0.257158 0.989031 -0.166532
20.1416 0.98421 -0.22243 -0.203432 1.45289 -0.313414 0.984034 -0.204663
20.166 0.978317 -0.260264 -0.241375 1.44524 -0.369427 0.978111 -0.2426
20.1904 0.971504 -0.297853 -0.279091 1.43622 -0.425146 0.971268 -0.28031
20.2148 0.963776 -0.335161 -0.316544 1.42584 -0.480517 0.96351 -0.317755
20.2393 0.955141 -0.372154 -0.353699 1.41411 -0.535488 0.954845 -0.354901
20.2637 0.945607 -0.408797 -0.390522 1.40104 -0.590006 0.945282 -0.391714
20.2881 0.935184 -0.445055 -0.426976 1.38663 -0.644021 0.934829 -0.428157
20.3125 0.92388 -0.480894 -0.463029 1.37091 -0.69748 0.923496 -0.464198
20.3369 0.911706 -0.516281 -0.498646 1.35388 -0.750333 0.911294 -0.499801
20.3613 0.898674 -0.551181 -0.533794 1.33556 -0.802529 0.898234 -0.534935
20.3857 0.884797 -0.585563 -0.568439 1.31597 -0.854019 0.884328 -0.569564
20.4102 0.870087 -0.619394 -0.60255 1.29512 -0.904754 0.869591 -0.603658
20.4346 0.854558 -0.652642 -0.636093 1.27303 -0.954685 0.854034 -0.637183
20.459 0.838225 -0.685276 -0.669038 1.24972 -1.00376 0.837674 -0.670109
20.4834 0.821103 -0.717264 -0.701352 1.22522 -1.05195 0.820526 -0.702404
20.5078 0.803208 -0.748578 -0.733007 1.19954 -1.09918 0.802605 -0.734038
20.5322 0.784557 -0.779187 -0.763972 1.1727 -1.14543 0.783929 -0.764981
20.5566 0.765167 -0.809063 -0.794218 1.14474 -1.19064 0.764515 -0.795204
20.5811 0.745058 -0.838177 -0.823717 1.11567 -1.23477 0.744381 -0.824678
20.6055 0.724247 -0.866502 -0.85244 1.08552 -1.27778 0.723546 -0.853377
20.6299 0.702755 -0.894012 -0.880361 1.05433 -1.31963 0.702031 -0.881272
20.6543 0.680601 -0.920681 -0.907453 1.02211 -1.36028 0.679855 -0.908337
20.6787 0.657807 -0.946482 -0.933691 0.988899 -1.39969 0.657039 -0.934548
20.7031 0.634393 -0.971394 -0.959051 0.954727 -1.43781 0.633604 -0.959878
20.7275 0.610383 -0.99539 -0.983508 0.919624 -1.47462 0.609573 -0.984306
20.752 0.585798 -1.01845 -1.00704 0.883622 -1.51007 0.584969 -1.00781
20.7764 0.560662 -1.04055 -1.02962 0.846755 -1.54414 0.559813 -1.03036
20.8008 0.534998 -1.06167 -1.05124 0.809056 -1.57679 0.534131 -1.05194
20.8252 0.50883 -1.0818 -1.07186 0.770561 -1.60798 0.507946 -1.07253
20.8496 0.482184 -1.1009 -1.09148 0.731303 -1.63769 0.481283 -1.09212
20.874 0.455084 -1.11897 -1.11007 0.691321 -1.66588 0.454167 -1.11067
20.8984 0.427555 -1.13599 -1.12761 0.65065 -1.69253 0.426624 -1.12818
20.9229 0.399624 -1.15193 -1.14409 0.609328 -1.71762 0.398679 -1.14463
20.9473 0.371317 -1.1668 -1.1595 0.567394 -1.74111 0.370358 -1.16
20.9717 0.342661 -1.18056 -1.17382 0.524887 -1.76298 0.341689 -1.17428
20.9961 0.313682 -1.19321 -1.18703 0.481845 -1.78322 0.312699 -1.18745
21.0205 0.284408 -1.20474 -1.19912 0.43831 -1.8018 0.283414 -1.19951
21.0449 0.254866 -1.21514 -1.21008 0.39432 -1.81869 0.253863 -1.21043
21.0693 0.225084 -1.22439 -1.21991 0.349919 -1.8339 0.224072 -1.22022
21.0938 0.19509 -1.23249 -1.22859 0.305146 -1.84739 0.194071 -1.22886
21.1182 0.164913 -1.23943 -1.23611 0.260044 -1.85915 0.163886 -1.23634
21.1426 0.134581 -1.2452 -1.24246 0.214654 -1.86918 0.133548 -1.24266
21.167 0.104122 -1.24981 -1.24765 0.16902 -1.87745 0.103084 -1.24781
21.1914 0.0735646 -1.25323 -1.25167 0.123184 -1.88397 0.0725229 -1.25178
21.2158 0.0429383 -1.25548 -1.2545 0.0771885 -1.88872 0.0418935 -1.25458
21.2402 0.0122715 -1.25654 -1.25616 0.0310772 -1.89169 0.0112247 -1.25619
21.2646 -0.0184067 -1.25642 -1.25663 -0.0151067 -1.89289 -0.0194546 -1.25663
21.2891 -0.0490677 -1.25512 -1.25592 -0.0613199 -1.89231 -0.0501157 -1.25588
21.3135 -0.0796824 -1.25264 -1.25403 -0.107519 -1.88995 -0.0807296 -1.25394
21.3379 -0.110222 -1.24898 -1.25096 -0.15366 -1.8858 -0.111267 -1.25083
21.3623 -0.140658 -1.24414 -1.24671 -0.1997 -1.87988 -0.141701 -1.24654
21.3867 -0.170962 -1.23814 -1.24129 -0.245596 -1.87218 -0.172 -1.24108
21.4111 -0.201105 -1.23096 -1.2347 -0.291303 -1.86271 -0.202138 -1.23445
21.4355 -0.231058 -1.22263 -1.22694 -0.336779 -1.85148 -0.232086 -1.22665
21.46 -0.260794 -1.21315 -1.21803 -0.381981 -1.83849 -0.261815 -1.21771
21.4844 -0.290285 -1.20253 -1.20798 -0.426866 -1.82377 -0.291298 -1.20761
21.5088 -0.319502 -1.19077 -1.19679 -0.471392 -1.80731 -0.320506 -1.19638
21.5332 -0.348419 -1.17789 -1.18447 -0.515516 -1.78914 -0.349413 -1.18403
21.5576 -0.377007 -1.16391 -1.17104 -0.559196 -1.76926 -0.377991 -1.17056
21.582 -0.405241 -1.14883 -1.15651 -0.602391 -1.7477 -0.406214 -1.15598
21.6064 -0.433094 -1.13267 -1.14088 -0.645059 -1.72448 -0.434053 -1.14032
21.6309 -0.460539 -1.11544 -1.12419 -0.687161 -1.69961 -0.461485 -1.12359
21.6553 -0.48755 -1.09716 -1.10643 -0.728655 -1.67312 -0.488482 -1.1058
21.6797 -0.514103 -1.07785 -1.08764 -0.769503 -1.64503 -0.515019 -1.08696
21.7041 -0.540171 -1.05753 -1.06782 -0.809665 -1.61536 -0.541071 -1.06711
21.7285 -0.565732 -1.03621 -1.04699 -0.849102 -1.58414 -0.566615 -1.04625
21.7529 -0.59076 -1.01391 -1.02518 -0.887777 -1.55141 -0.591624 -1.0244
21.7773 -0.615232 -0.990665 -1.00241 -0.925654 -1.51718 -0.616077 -1.00159
21.8018 -0.639124 -0.966484 -0.97869 -0.962694 -1.48149 -0.639951 -0.977843
21.8262 -0.662416 -0.941393 -0.95405 -0.998863 -1.44438 -0.663221 -0.95317
21.8506 -0.685084 -0.915415 -0.928513 -1.03413 -1.40587 -0.685868 -0.927601
21.875 -0.707107 -0.888577 -0.902102 -1.06845 -1.366 -0.707869 -0.901159
21.8994 -0.728464 -0.860902 -0.874842 -1.1018 -1.32481 -0.729203 -0.873868
21.9238 -0.749136 -0.832416 -0.846758 -1.13414 -1.28233 -0.749852 -0.845755
21.9482 -0.769103 -0.803147 -0.817878 -1.16545 -1.23861 -0.769794 -0.816846
21.9727 -0.788346 -0.773123 -0.788228 -1.19569 -1.19368 -0.789012 -0.787168
21.9971 -0.806848 -0.742371 -0.757836 -1.22483 -1.14758 -0.807488 -0.756749
22.0215 -0.824589 -0.71092 -0.726731 -1.25285 -1.10036 -0.825203 -0.725618
22.0459 -0.841555 -0.678799 -0.694941 -1.27971 -1.05206 -0.842141 -0.693804
22.0703 -0.857729 -0.646041 -0.662498 -1.3054 -1.00272 -0.858287 -0.661337
22.0947 -0.873095 -0.612674 -0.629431 -1.32988 -0.952391 -0.873625 -0.628247
22.1191 -0.88764 -0.57873 -0.595772 -1.35313 -0.90112 -0.888141 -0.594566
22.1436 -0.901349 -0.544242 -0.561552 -1.37513 -0.848953 -0.901821 -0.560325
22.168 -0.91421 -0.509241 -0.526803 -1.39586 -0.795937 -0.914652 -0.525557
22.1924 -0.92621 -0.473761 -0.491559 -1.41529 -0.742122 -0.926622 -0.490295
22.2168 -0.937339 -0.437836 -0.455852 -1.43341 -0.687559 -0.93772 -0.45457
22.2412 -0.947586 -0.401498 -0.419716 -1.45019 -0.632296 -0.947935 -0.418418
22.2656 -0.95694 -0.364782 -0.383185 -1.46563 -0.576387 -0.957258 -0.381872
22.29 -0.965394 -0.327724 -0.346294 -1.4797 -0.519882 -0.96568 -0.344967
22.3145 -0.97294 -0.290356 -0.309076 -1.49239 -0.462835 -0.973193 -0.307737
22.3389 -0.97957 -0.252716 -0.271568 -1.50369 -0.405298 -0.979791 -0.270217
22.3633 -0.985278 -0.214837 -0.233804 -1.51359 -0.347326 -0.985465 -0.232443
22.3877 -0.990058 -0.176756 -0.19582 -1.52207 -0.288973 -0.990213 -0.194451
22.4121 -0.993907 -0.138509 -0.157651 -1.52912 -0.230292 -0.994028 -0.156275
22.4365 -0.99682 -0.100132 -0.119335 -1.53475 -0.17134 -0.996908 -0.117952
22.4609 -0.998795 -0.0616603 -0.0809056 -1.53893 -0.11217 -0.998849 -0.079518
22.4854 -0.999831 -0.0231306 -0.0424004 -1.54167 -0.0528398 -0.99985 -0.0410092
22.5098 -0.999925 0.0154209 -0.00385531 -1.54296 0.00659637 -0.99991 -0.00246187
22.5342 -0.999078 0.0539578 0.0346934 -1.5428 0.0660822 -0.999029 0.0360878
22.5586 -0.99729 0.092444 0.0732095 -1.54118 0.125562 -0.997208 0.0746035
22.583 -0.994565 0.130843 0.111657 -1.53812 0.184979 -0.994448 0.113049
22.6074 -0.990903 0.169119 0.149999 -1.5336 0.244279 -0.990752 0.151388
22.6318 -0.986308 0.207236 0.1882 -1.52764 0.303404 -0.986124 0.189585
22.6562 -0.980785 0.245158 0.226223 -1.52023 0.362299 -0.980567 0.227603
22.6807 -0.974339 0.282849 0.264034 -1.51139 0.420909 -0.974087 0.265407
22.7051 -0.966976 0.320274 0.301597 -1.50111 0.479177 -0.966691 0.302961
22.7295 -0.958703 0.357397 0.338875 -1.48941 0.53705 -0.958384 0.34023
22.7539 -0.949528 0.394184 0.375835 -1.4763 0.594471 -0.949176 0.377179
22.7783 -0.939459 0.4306 0.412441 -1.46179 0.651387 -0.939074 0.413772
22.8027 -0.928506 0.466611 0.448658 -1.44588 0.707744 -0.928088 0.449977
22.8271 -0.916679 0.502183 0.484454 -1.4286 0.763487 -0.916229 0.485757
22.8516 -0.903989 0.537282 0.519793 -1.40996 0.818564 -0.903507 0.521081
22.876 -0.890449 0.571875 0.554643 -1.38998 0.872923 -0.889935 0.555914
22.9004 -0.87607 0.60593 0.588972 -1.36867 0.926511 -0.875525 0.590224
22.9248 -0.860867 0.639415 0.622746 -1.34605 0.979277 -0.860291 0.623978
22.9492 -0.844854 0.672298 0.655933 -1.32214 1.03117 -0.844248 0.657145
22.9736 -0.828045 0.704548 0.688504 -1.29696 1.08214 -0.82741 0.689693
22.998 -0.810457 0.736135 0.720426 -1.27055 1.13215 -0.809793 0.721592
23.0225 -0.792107 0.76703 0.751671 -1.2429 1.18113 -0.791413 0.752813
23.0469 -0.77301 0.797202 0.782208 -1.21407 1.22905 -0.772289 0.783324
23.0713 -0.753187 0.826624 0.812009 -1.18406 1.27585 -0.752438 0.813098
23.0957 -0.732654 0.855268 0.841045 -1.15291 1.3215 -0.731879 0.842107
23.1201 -0.711432 0.883108 0.86929 -1.12065 1.36595 -0.710631 0.870323
23.1445 -0.689541 0.910116 0.896717 -1.0873 1.40916 -0.688714 0.89772
