Time x_Exact v_Exact v_Exact_half x_FD v_FD x_LF v_LF
7.59277 -0.993212 0.14617 0.127008 -1.15008 0.164874 -0.993168 0.127475
7.61719 -0.989177 0.184387 0.165298 -1.14605 0.209213 -0.989121 0.165765
7.6416 -0.98421 0.22243 0.203432 -1.14094 0.253397 -0.984143 0.203899
7.66602 -0.978317 0.260264 0.241375 -1.13476 0.297384 -0.978239 0.241841
7.69043 -0.971504 0.297853 0.279091 -1.1275 0.341133 -0.971414 0.279555
7.71484 -0.963776 0.335161 0.316544 -1.11917 0.384601 -0.963675 0.317006
7.73926 -0.955141 0.372154 0.353699 -1.10978 0.427749 -0.955028 0.354158
7.76367 -0.945607 0.408797 0.390522 -1.09934 0.470534 -0.945483 0.390978
7.78809 -0.935184 0.445055 0.426976 -1.08785 0.512917 -0.935047 0.427429
7.8125 -0.92388 0.480894 0.463029 -1.07533 0.554857 -0.923732 0.463478
7.83691 -0.911706 0.516281 0.498646 -1.06178 0.596314 -0.911547 0.499091
7.86133 -0.898674 0.551181 0.533794 -1.04722 0.637249 -0.898504 0.534234
7.88574 -0.884797 0.585563 0.568439 -1.03166 0.677623 -0.884616 0.568874
7.91016 -0.870087 0.619394 0.60255 -1.01512 0.717396 -0.869895 0.602979
7.93457 -0.854558 0.652642 0.636093 -0.997605 0.756532 -0.854355 0.636516
7.95898 -0.838225 0.685276 0.669038 -0.979135 0.794993 -0.838011 0.669454
7.9834 -0.821103 0.717264 0.701352 -0.959726 0.832742 -0.820878 0.701762
8.00781 -0.803208 0.748578 0.733007 -0.939395 0.869742 -0.802972 0.733409
8.03223 -0.784557 0.779187 0.763972 -0.918161 0.905959 -0.784311 0.764367
8.05664 -0.765167 0.809063 0.794218 -0.896043 0.941357 -0.764912 0.794604
8.08105 -0.745058 0.838177 0.823717 -0.873061 0.975902 -0.744792 0.824094
8.10547 -0.724247 0.866502 0.85244 -0.849235 1.00956 -0.723972 0.852808
8.12988 -0.702755 0.894012 0.880361 -0.824587 1.0423 -0.70247 0.880719
8.1543 -0.680601 0.920681 0.907453 -0.799141 1.07409 -0.680306 0.907802
8.17871 -0.657807 0.946482 0.933691 -0.772918 1.1049 -0.657503 0.93403
8.20312 -0.634393 0.971394 0.959051 -0.745943 1.1347 -0.634081 0.959379
8.22754 -0.610383 0.99539 0.983508 -0.71824 1.16346 -0.610062 0.983824
8.25195 -0.585798 1.01845 1.00704 -0.689835 1.19115 -0.585468 1.00734
8.27637 -0.560662 1.04055 1.02962 -0.660754 1.21774 -0.560324 1.02992
8.30078 -0.534998 1.06167 1.05124 -0.631024 1.24322 -0.534652 1.05152
8.3252 -0.50883 1.0818 1.07186 -0.600672 1.26755 -0.508477 1.07213
8.34961 -0.482184 1.1009 1.09148 -0.569726 1.2907 -0.481823 1.09173
8.37402 -0.455084 1.11897 1.11007 -0.538215 1.31267 -0.454716 1.11031
8.39844 -0.427555 1.13599 1.12761 -0.506167 1.33342 -0.427181 1.12784
8.42285 -0.399624 1.15193 1.14409 -0.473613 1.35293 -0.399244 1.14431
8.44727 -0.371317 1.1668 1.1595 -0.440583 1.37119 -0.370931 1.1597
8.47168 -0.342661 1.18056 1.17382 -0.407106 1.38818 -0.342268 1.174
8.49609 -0.313682 1.19321 1.18703 -0.373215 1.40387 -0.313284 1.1872
8.52051 -0.284408 1.20474 1.19912 -0.338941 1.41826 -0.284005 1.19928
8.54492 -0.254866 1.21514 1.21008 -0.304315 1.43133 -0.254458 1.21023
8.56934 -0.225084 1.22439 1.21991 -0.269371 1.44306 -0.224672 1.22004
8.59375 -0.19509 1.23249 1.22859 -0.23414 1.45345 -0.194675 1.2287
8.61816 -0.164913 1.23943 1.23611 -0.198655 1.46247 -0.164494 1.2362
8.64258 -0.134581 1.2452 1.24246 -0.16295 1.47013 -0.134159 1.24254
8.66699 -0.104122 1.24981 1.24765 -0.127058 1.47641 -0.103697 1.24772
8.69141 -0.0735646 1.25323 1.25167 -0.091013 1.48131 -0.0731373 1.25171
8.71582 -0.0429383 1.25548 1.2545 -0.0548481 1.48482 -0.0425091 1.25453
8.74023 -0.0122715 1.25654 1.25616 -0.0185976 1.48694 -0.0118408 1.25617
8.76465 0.0184067 1.25642 1.25663 0.0177046 1.48765 0.0188387 1.25663
8.78906 0.0490677 1.25512 1.25592 0.0540242 1.48697 0.0495003 1.2559
8.81348 0.0796824 1.25264 1.25403 0.0903273 1.48489 0.0801155 1.25399
8.83789 0.110222 1.24898 1.25096 0.126579 1.48141 0.110655 1.25091
8.8623 0.140658 1.24414 1.24671 0.162747 1.47653 0.141091 1.24664
8.88672 0.170962 1.23814 1.24129 0.198795 1.47025 0.171393 1.2412
8.91113 0.201105 1.23096 1.2347 0.234689 1.46259 0.201535 1.23459
8.93555 0.231058 1.22263 1.22694 0.270397 1.45354 0.231487 1.22682
8.95996 0.260794 1.21315 1.21803 0.305884 1.44311 0.26122 1.2179
8.98438 0.290285 1.20253 1.20798 0.341116 1.43132 0.290708 1.20783
9.00879 0.319502 1.19077 1.19679 0.376061 1.41817 0.319923 1.19662
9.0332 0.348419 1.17789 1.18447 0.410684 1.40367 0.348836 1.18429
9.05762 0.377007 1.16391 1.17104 0.444953 1.38784 0.377421 1.17084
9.08203 0.405241 1.14883 1.15651 0.478836 1.37069 0.405651 1.15629
9.10645 0.433094 1.13267 1.14088 0.5123 1.35222 0.433498 1.14065
9.13086 0.460539 1.11544 1.12419 0.545313 1.33247 0.460938 1.12393
9.15527 0.48755 1.09716 1.10643 0.577844 1.31145 0.487944 1.10616
9.17969 0.514103 1.07785 1.08764 0.609862 1.28917 0.514491 1.08735
9.2041 0.540171 1.05753 1.06782 0.641336 1.26566 0.540553 1.06752
9.22852 0.565732 1.03621 1.04699 0.672236 1.24093 0.566107 1.04668
9.25293 0.59076 1.01391 1.02518 0.702532 1.21502 0.591128 1.02485
9.27734 0.615232 0.990665 1.00241 0.732196 1.18793 0.615592 1.00206
9.30176 0.639124 0.966484 0.97869 0.761198 1.1597 0.639477 0.978329
9.32617 0.662416 0.941393 0.95405 0.789511 1.13036 0.66276 0.953675
9.35059 0.685084 0.915415 0.928513 0.817108 1.09992 0.685419 0.928123
9.375 0.707107 0.888577 0.902102 0.843961 1.06842 0.707433 0.901698
9.39941 0.728464 0.860902 0.874842 0.870046 1.03588 0.728782 0.874425
9.42383 0.749136 0.832416 0.846758 0.895336 1.00234 0.749444 0.846328
9.44824 0.769103 0.803147 0.817878 0.919807 0.96782 0.769401 0.817434
9.47266 0.788346 0.773123 0.788228 0.943435 0.932358 0.788634 0.787771
9.49707 0.806848 0.742371 0.757836 0.966198 0.895986 0.807124 0.757367
9.52148 0.824589 0.71092 0.726731 0.988073 0.858736 0.824855 0.72625
9.5459 0.841555 0.678799 0.694941 1.00904 0.820642 0.841809 0.694449
9.57031 0.857729 0.646041 0.662498 1.02907 0.781741 0.857971 0.661995
9.59473 0.873095 0.612674 0.629431 1.04816 0.742067 0.873325 0.628917
9.61914 0.88764 0.57873 0.595772 1.06628 0.701657 0.887858 0.595248
9.64355 0.901349 0.544242 0.561552 1.08341 0.660549 0.901555 0.561018
9.66797 0.91421 0.509241 0.526803 1.09953 0.61878 0.914403 0.52626
9.69238 0.92621 0.473761 0.491559 1.11464 0.57639 0.92639 0.491007
9.7168 0.937339 0.437836 0.455852 1.12871 0.533417 0.937506 0.455292
9.74121 0.947586 0.401498 0.419716 1.14173 0.489901 0.947739 0.419148
9.76562 0.95694 0.364782 0.383185 1.15369 0.445884 0.95708 0.38261
9.79004 0.965394 0.327724 0.346294 1.16458 0.401405 0.96552 0.345712
9.81445 0.97294 0.290356 0.309076 1.17438 0.356507 0.973052 0.308488
9.83887 0.97957 0.252716 0.271568 1.18308 0.311231 0.979667 0.270974
9.86328 0.985278 0.214837 0.233804 1.19068 0.265619 0.985361 0.233204
9.8877 0.990058 0.176756 0.19582 1.19717 0.219715 0.990127 0.195216
9.91211 0.993907 0.138509 0.157651 1.20253 0.17356 0.993961 0.157043
9.93652 0.99682 0.100132 0.119335 1.20677 0.127199 0.996859 0.118723
9.96094 0.998795 0.0616603 0.0809056 1.20987 0.0806742 0.998819 0.0802907
9.98535 0.999831 0.0231306 0.0424004 1.21184 0.0340298 0.99984 0.041783
10.0098 0.999925 -0.0154209 0.00385531 1.21267 -0.0126906 0.999919 0.00323609
10.0342 0.999078 -0.0539578 -0.0346934 1.21237 -0.059443 0.999056 -0.0353139
10.0586 0.99729 -0.092444 -0.0732095 1.21091 -0.106184 0.997254 -0.0738307
10.083 0.994565 -0.130843 -0.111657 1.20832 -0.152868 0.994513 -0.112278
10.1074 0.990903 -0.169119 -0.149999 1.20459 -0.199453 0.990835 -0.15062
10.1318 0.986308 -0.207236 -0.1882 1.19972 -0.245893 0.986226 -0.188819
10.1562 0.980785 -0.245158 -0.226223 1.19372 -0.292146 0.980687 -0.226841
10.1807 0.974339 -0.282849 -0.264034 1.18658 -0.338168 0.974226 -0.26465
10.2051 0.966976 -0.320274 -0.301597 1.17833 -0.383914 0.966848 -0.30221
10.2295 0.958703 -0.357397 -0.338875 1.16896 -0.429343 0.95856 -0.339485
10.2539 0.949528 -0.394184 -0.375835 1.15847 -0.47441 0.94937 -0.37644
10.2783 0.939459 -0.4306 -0.412441 1.14689 -0.519072 0.939286 -0.413041
10.3027 0.928506 -0.466611 -0.448658 1.13422 -0.563289 0.928317 -0.449254
10.3271 0.916679 -0.502183 -0.484454 1.12047 -0.607016 0.916476 -0.485043
10.3516 0.903989 -0.537282 -0.519793 1.10565 -0.650214 0.903771 -0.520376
10.376 0.890449 -0.571875 -0.554643 1.08977 -0.69284 0.890216 -0.555219
10.4004 0.87607 -0.60593 -0.588972 1.07286 -0.734854 0.875823 -0.58954
10.4248 0.860867 -0.639415 -0.622746 1.05492 -0.776216 0.860605 -0.623306
10.4492 0.844854 -0.672298 -0.655933 1.03597 -0.816886 0.844578 -0.656485
10.4736 0.828045 -0.704548 -0.688504 1.01602 -0.856826 0.827756 -0.689046
10.498 0.810457 -0.736135 -0.720426 0.995103 -0.895997 0.810154 -0.720959
10.5225 0.792107 -0.76703 -0.751671 0.973229 -0.934361 0.79179 -0.752192
10.5469 0.77301 -0.797202 -0.782208 0.950417 -0.971882 0.772681 -0.782718
10.5713 0.753187 -0.826624 -0.812009 0.926689 -1.00852 0.752844 -0.812508
10.5957 0.732654 -0.855268 -0.841045 0.902067 -1.04425 0.732299 -0.841532
10.6201 0.711432 -0.883108 -0.86929 0.876573 -1.07903 0.711064 -0.869765
10.6445 0.689541 -0.910116 -0.896717 0.850229 -1.11282 0.68916 -0.897178
10.6689 0.667 -0.936267 -0.9233 0.823061 -1.1456 0.666608 -0.923748
10.6934 0.643832 -0.961538 -0.949014 0.795092 -1.17733 0.643428 -0.949448
10.7178 0.620057 -0.985903 -0.973835 0.766349 -1.20799 0.619643 -0.974254
10.7422 0.595699 -1.00934 -0.997739 0.736857 -1.23753 0.595274 -0.998143
10.7666 0.570781 -1.03183 -1.0207 0.706643 -1.26594 0.570345 -1.02109
10.791 0.545325 -1.05334 -1.04271 0.675737 -1.29318 0.544879 -1.04308
10.8154 0.519356 -1.07387 -1.06373 0.644165 -1.31924 0.5189 -1.06409
10.8398 0.492898 -1.09338 -1.08375 0.611957 -1.34407 0.492433 -1.08409
10.8643 0.465976 -1.11187 -1.10276 0.579143 -1.36766 0.465503 -1.10308
10.8887 0.438616 -1.12931 -1.12072 0.545753 -1.38999 0.438134 -1.12102
10.9131 0.410843 -1.14568 -1.13763 0.511817 -1.41103 0.410353 -1.13792
10.9375 0.382683 -1.16098 -1.15347 0.477368 -1.43076 0.382185 -1.15374
10.9619 0.354164 -1.17519 -1.16822 0.442438 -1.44917 0.353658 -1.16847
10.9863 0.32531 -1.18829 -1.18187 0.407058 -1.46622 0.324798 -1.18211
11.0107 0.296151 -1.20027 -1.19442 0.371261 -1.48192 0.295632 -1.19463
11.0352 0.266713 -1.21112 -1.20583 0.335081 -1.49623 0.266189 -1.20603
11.0596 0.237024 -1.22083 -1.21612 0.298552 -1.50915 0.236494 -1.21629
11.084 0.207111 -1.22939 -1.22525 0.261708 -1.52066 0.206577 -1.22541
11.1084 0.177004 -1.23679 -1.23324 0.224582 -1.53075 0.176465 -1.23337
11.1328 0.14673 -1.24304 -1.24006 0.187211 -1.53941 0.146188 -1.24017
11.1572 0.116319 -1.24811 -1.24572 0.149627 -1.54663 0.115772 -1.24581
11.1816 0.0857973 -1.252 -1.2502 0.111868 -1.55239 0.0852482 -1.25027
11.2061 0.0551952 -1.25472 -1.25351 0.0739677 -1.55671 0.0546437 -1.25356
11.2305 0.0245412 -1.25626 -1.25564 0.0359622 -1.55956 0.0239879 -1.25567
11.2549 -0.00613588 -1.25661 -1.25658 -0.00211294 -1.56094 -0.00669061 -1.25659
11.2793 -0.0368072 -1.25579 -1.25635 -0.0402219 -1.56086 -0.0373628 -1.25633
11.3037 -0.0674439 -1.25378 -1.25493 -0.078329 -1.55931 -0.0679998 -1.25489
11.3281 -0.0980171 -1.25059 -1.25233 -0.116398 -1.55629 -0.0985728 -1.25227
11.3525 -0.128498 -1.24622 -1.24855 -0.154394 -1.55181 -0.129053 -1.24847
11.377 -0.158858 -1.24068 -1.2436 -0.192279 -1.54585 -0.159412 -1.24349
11.4014 -0.189069 -1.23397 -1.23747 -0.23002 -1.53844 -0.18962 -1.23735
11.4258 -0.219101 -1.2261 -1.23018 -0.26758 -1.52957 -0.219651 -1.23004
11.4502 -0.248928 -1.21708 -1.22174 -0.304923 -1.51926 -0.249474 -1.22157
11.4746 -0.27852 -1.20691 -1.21214 -0.342014 -1.5075 -0.279063 -1.21195
11.499 -0.30785 -1.19561 -1.2014 -0.378818 -1.49431 -0.308389 -1.20119
11.5234 -0.33689 -1.18318 -1.18953 -0.4153 -1.47971 -0.337425 -1.1893
11.5479 -0.365613 -1.16964 -1.17655 -0.451426 -1.4637 -0.366143 -1.17629
11.5723 -0.393992 -1.15499 -1.16245 -0.487161 -1.44629 -0.394516 -1.16218
11.5967 -0.422 -1.13926 -1.14726 -0.522471 -1.42751 -0.422518 -1.14697
11.6211 -0.449611 -1.12246 -1.13099 -0.557322 -1.40737 -0.450123 -1.13068
11.6455 -0.476799 -1.1046 -1.11366 -0.591682 -1.38588 -0.477304 -1.11333
11.6699 -0.503538 -1.0857 -1.09528 -0.625517 -1.36307 -0.504035 -1.09492
11.6943 -0.529804 -1.06578 -1.07587 -0.658795 -1.33896 -0.530292 -1.07549
11.7188 -0.55557 -1.04486 -1.05544 -0.691484 -1.31356 -0.55605 -1.05505
11.7432 -0.580814 -1.02295 -1.03402 -0.723554 -1.2869 -0.581285 -1.03361
11.7676 -0.605511 -1.00008 -1.01163 -0.754972 -1.259 -0.605973 -1.0112
11.792 -0.629638 -0.976267 -0.988289 -0.78571 -1.2299 -0.63009 -0.987838
11.8164 -0.653173 -0.951537 -0.964015 -0.815736 -1.19961 -0.653614 -0.963546
11.8408 -0.676093 -0.925911 -0.938834 -0.845024 -1.16816 -0.676523 -0.938347
11.8652 -0.698376 -0.899414 -0.91277 -0.873543 -1.13558 -0.698795 -0.912265
11.8896 -0.720003 -0.87207 -0.885846 -0.901267 -1.1019 -0.720409 -0.885324
11.9141 -0.740951 -0.843906 -0.858089 -0.928169 -1.06715 -0.741345 -0.85755
11.9385 -0.761202 -0.814947 -0.829524 -0.954223 -1.03137 -0.761584 -0.828969
11.9629 -0.780737 -0.785222 -0.800179 -0.979402 -0.994582 -0.781106 -0.799608
11.9873 -0.799537 -0.754757 -0.77008 -1.00368 -0.956823 -0.799892 -0.769494
12.0117 -0.817585 -0.723582 -0.739256 -1.02704 -0.918128 -0.817926 -0.738655
12.0361 -0.834863 -0.691726 -0.707737 -1.04946 -0.878532 -0.835189 -0.707122
12.0605 -0.851355 -0.659219 -0.675552 -1.07091 -0.838072 -0.851667 -0.674922
12.085 -0.867046 -0.626091 -0.642731 -1.09137 -0.796785 -0.867343 -0.642088
12.1094 -0.881921 -0.592375 -0.609305 -1.11082 -0.754709 -0.882202 -0.608649
12.1338 -0.895966 -0.5581 -0.575305 -1.12925 -0.711884 -0.896232 -0.574638
12.1582 -0.909168 -0.523301 -0.540764 -1.14663 -0.668348 -0.909417 -0.540085
12.1826 -0.921514 -0.488009 -0.505714 -1.16294 -0.624142 -0.921747 -0.505024
12.207 -0.932993 -0.452257 -0.470188 -1.17818 -0.579307 -0.933209 -0.469488
12.2314 -0.943593 -0.41608 -0.43422 -1.19233 -0.533884 -0.943793 -0.43351
12.2559 -0.953306 -0.379512 -0.397843 -1.20536 -0.487916 -0.953488 -0.397124
12.2803 -0.962121 -0.342586 -0.361091 -1.21727 -0.441446 -0.962286 -0.360364
12.3047 -0.970031 -0.305338 -0.324 -1.22805 -0.394516 -0.970178 -0.323264
12.3291 -0.977028 -0.267802 -0.286604 -1.23768 -0.347171 -0.977157 -0.285861
12.3535 -0.983105 -0.230015 -0.248938 -1.24616 -0.299454 -0.983217 -0.248189
12.3779 -0.988258 -0.192011 -0.211037 -1.25347 -0.251411 -0.988351 -0.210282
12.4023 -0.99248 -0.153826 -0.172939 -1.25961 -0.203086 -0.992554 -0.172178
12.4268 -0.995767 -0.115496 -0.134677 -1.26456 -0.154524 -0.995824 -0.133912
12.4512 -0.998118 -0.0770579 -0.0962884 -1.26834 -0.105771 -0.998156 -0.0955202
12.4756 -0.999529 -0.0385471 -0.0578093 -1.27092 -0.056873 -0.999548 -0.0570382
12.5 -1 -7.69468e-16 -0.0192758 -1.27231 -0.00787514 -1 -0.0185024
12.5244 -0.999529 0.0385471 0.0192758 -1.2725 0.0411763 -0.99951 0.0200507
12.5488 -0.998118 0.0770579 0.0578093 -1.27149 0.0902351 -0.99808 0.058585
12.5732 -0.995767 0.115496 0.0962884 -1.26929 0.139255 -0.99571 0.0970641
12.5977 -0.99248 0.153826 0.134677 -1.26589 0.18819 -0.992403 0.135452
12.6221 -0.988258 0.192011 0.172939 -1.2613 0.236994 -0.988162 0.173712
12.6465 -0.983105 0.230015 0.211037 -1.25551 0.285621 -0.982991 0.211809
12.6709 -0.977028 0.267802 0.248938 -1.24854 0.334025 -0.976895 0.249706
12.6953 -0.970031 0.305338 0.286604 -1.24038 0.38216 -0.969879 0.287369
12.7197 -0.962121 0.342586 0.324 -1.23105 0.429981 -0.96195 0.324761
12.7441 -0.953306 0.379512 0.361091 -1.22055 0.477442 -0.953116 0.361847
12.7686 -0.943593 0.41608 0.397843 -1.2089 0.524498 -0.943385 0.398592
12.793 -0.932993 0.452257 0.43422 -1.19609 0.571105 -0.932766 0.434963
12.8174 -0.921514 0.488009 0.470188 -1.18215 0.617218 -0.921269 0.470924
12.8418 -0.909168 0.523301 0.505714 -1.16708 0.662794 -0.908904 0.506442
12.8662 -0.895966 0.5581 0.540764 -1.1509 0.707788 -0.895684 0.541483
12.8906 -0.881921 0.592375 0.575305 -1.13362 0.752159 -0.881622 0.576014
12.915 -0.867046 0.626091 0.609305 -1.11526 0.795864 -0.866729 0.610003
12.9395 -0.851355 0.659219 0.642731 -1.09583 0.83886 -0.85102 0.643419
12.9639 -0.834863 0.691726 0.675552 -1.07535 0.881108 -0.834511 0.676228
12.9883 -0.817585 0.723582 0.707737 -1.05384 0.922566 -0.817216 0.708401
13.0127 -0.799537 0.754757 0.739256 -1.03131 0.963195 -0.799152 0.739907
13.0371 -0.780737 0.785222 0.77008 -1.0078 1.00295 -0.780336 0.770717
13.0615 -0.761202 0.814947 0.800179 -0.98331 1.04181 -0.760785 0.800802
13.0859 -0.740951 0.843906 0.829524 -0.957875 1.07972 -0.740518 0.830132
13.1104 -0.720003 0.87207 0.858089 -0.931515 1.11665 -0.719554 0.858682
13.1348 -0.698376 0.899414 0.885846 -0.904253 1.15256 -0.697913 0.886423
13.1592 -0.676093 0.925911 0.91277 -0.876114 1.18742 -0.675615 0.913329
13.1836 -0.653173 0.951537 0.938834 -0.847124 1.2212 -0.652681 0.939376
13.208 -0.629638 0.976267 0.964015 -0.81731 1.25386 -0.629132 0.964539
13.2324 -0.605511 1.00008 0.988289 -0.786698 1.28537 -0.604992 0.988794
13.2568 -0.580814 1.02295 1.01163 -0.755317 1.3157 -0.580282 1.01212
13.2812 -0.55557 1.04486 1.03402 -0.723196 1.34482 -0.555026 1.03449
13.3057 -0.529804 1.06578 1.05544 -0.690363 1.3727 -0.529247 1.05589
13.3301 -0.503538 1.0857 1.07587 -0.65685 1.39931 -0.502971 1.07629
13.3545 -0.476799 1.1046 1.09528 -0.622687 1.42464 -0.476221 1.09568
13.3789 -0.449611 1.12246 1.11366 -0.587906 1.44865 -0.449022 1.11404
13.4033 -0.422 1.13926 1.13099 -0.552539 1.47131 -0.421401 1.13135
13.4277 -0.393992 1.15499 1.14726 -0.516618 1.49261 -0.393384 1.1476
13.4521 -0.365613 1.16964 1.16245 -0.480177 1.51253 -0.364996 1.16277
13.4766 -0.33689 1.18318 1.17655 -0.44325 1.53104 -0.336264 1.17684
13.501 -0.30785 1.19561 1.18953 -0.405871 1.54813 -0.307216 1.1898
13.5254 -0.27852 1.20691 1.2014 -0.368075 1.56378 -0.277879 1.20165
13.5498 -0.248928 1.21708 1.21214 -0.329897 1.57797 -0.248281 1.21236
13.5742 -0.219101 1.2261 1.22174 -0.291372 1.59069 -0.218448 1.22193
13.5986 -0.189069 1.23397 1.23018 -0.252537 1.60192 -0.18841 1.23035
13.623 -0.158858 1.24068 1.23747 -0.213428 1.61166 -0.158195 1.23762
13.6475 -0.128498 1.24622 1.2436 -0.17408 1.61989 -0.127831 1.24372
13.6719 -0.0980171 1.25059 1.24855 -0.134533 1.6266 -0.0973465 1.24865
13.6963 -0.0674439 1.25378 1.25233 -0.0948207 1.63178 -0.0667704 1.2524
13.7207 -0.0368072 1.25579 1.25493 -0.0549822 1.63544 -0.0361314 1.25497
13.7451 -0.00613588 1.25661 1.25635 -0.0150545 1.63756 -0.00545842 1.25637
13.7695 0.0245412 1.25626 1.25658 0.0249249 1.63814 0.0252197 1.25658
13.7939 0.0551952 1.25472 1.25564 0.0649186 1.63718 0.0558741 1.2556
13.8184 0.0857973 1.252 1.25351 0.104889 1.63468 0.0864759 1.25345
13.8428 0.116319 1.24811 1.2502 0.144798 1.63063 0.116996 1.25012
13.8672 0.14673 1.24304 1.24572 0.184608 1.62505 0.147407 1.2456
13.8916 0.177004 1.23679 1.24006 0.224282 1.61793 0.177678 1.23992
13.916 0.207111 1.22939 1.23324 0.263782 1.60929 0.207782 1.23307
13.9404 0.237024 1.22083 1.22525 0.303072 1.59912 0.237691 1.22506
13.9648 0.266713 1.21112 1.21612 0.342113 1.58743 0.267376 1.2159
13.9893 0.296151 1.20027 1.20583 0.380868 1.57424 0.296809 1.20559
14.0137 0.32531 1.18829 1.19442 0.419302 1.55956 0.325963 1.19415
14.0381 0.354164 1.17519 1.18187 0.457377 1.54339 0.354811 1.18158
14.0625 0.382683 1.16098 1.16822 0.495057 1.52576 0.383324 1.1679
14.0869 0.410843 1.14568 1.15347 0.532307 1.50667 0.411476 1.15312
14.1113 0.438616 1.12931 1.13763 0.569091 1.48615 0.439241 1.13726
14.1357 0.465976 1.11187 1.12072 0.605374 1.46421 0.466593 1.12032
14.1602 0.492898 1.09338 1.10276 0.641122 1.44087 0.493505 1.10234
14.1846 0.519356 1.07387 1.08375 0.676299 1.41615 0.519953 1.08331
14.209 0.545325 1.05334 1.06373 0.710873 1.39008 0.545912 1.06326
14.2334 0.570781 1.03183 1.04271 0.744811 1.36267 0.571357 1.04222
14.2578 0.595699 1.00934 1.0207 0.778079 1.33396 0.596264 1.02019
14.2822 0.620057 0.985903 0.997739 0.810647 1.30396 0.620609 0.997201
14.3066 0.643832 0.961538 0.973835 0.842482 1.27271 0.644371 0.973275
14.3311 0.667 0.936267 0.949014 0.873554 1.24023 0.667526 0.948432
14.3555 0.689541 0.910116 0.9233 0.903833 1.20655 0.690053 0.922697
14.3799 0.711432 0.883108 0.896717 0.93329 1.17171 0.71193 0.896094
14.4043 0.732654 0.855268 0.86929 0.961896 1.13572 0.733137 0.868646
14.4287 0.753187 0.826624 0.841045 0.989623 1.09864 0.753654 0.840382
14.4531 0.77301 0.797202 0.812009 1.01645 1.06049 0.773462 0.811326
14.4775 0.792107 0.76703 0.782208 1.04234 1.0213 0.792542 0.781507
14.502 0.810457 0.736135 0.751671 1.06727 0.981114 0.810876 0.750952
14.5264 0.828045 0.704548 0.720426 1.09122 0.939968 0.828446 0.71969
14.5508 0.844854 0.672298 0.688504 1.11417 0.897898 0.845237 0.687751
14.5752 0.860867 0.639415 0.655933 1.13609 0.854943 0.861232 0.655164
14.5996 0.87607 0.60593 0.622746 1.15697 0.811143 0.876417 0.621961
14.624 0.890449 0.571875 0.588972 1.17677 0.766538 0.890777 0.588172
14.6484 0.903989 0.537282 0.554643 1.19548 0.72117 0.904298 0.55383
14.6729 0.916679 0.502183 0.519793 1.21309 0.67508 0.916968 0.518966
14.6973 0.928506 0.466611 0.484454 1.22957 0.628312 0.928775 0.483614
14.7217 0.939459 0.4306 0.448658 1.24491 0.580908 0.939708 0.447807
14.7461 0.949528 0.394184 0.412441 1.25909 0.532913 0.949756 0.411579
14.7705 0.958703 0.357397 0.375835 1.2721 0.484371 0.95891 0.374962
14.7949 0.966976 0.320274 0.338875 1.28393 0.435327 0.967162 0.337993
14.8193 0.974339 0.282849 0.301597 1.29456 0.385828 0.974504 0.300706
14.8438 0.980785 0.245158 0.264034 1.30398 0.335918 0.980928 0.263136
14.8682 0.986308 0.207236 0.226223 1.31218 0.285646 0.986429 0.225318
14.8926 0.990903 0.169119 0.1882 1.31915 0.235057 0.991001 0.187288
14.917 0.994565 0.130843 0.149999 1.32489 0.1842 0.994641 0.149082
14.9414 0.99729 0.092444 0.111657 1.32939 0.133121 0.997344 0.110736
14.9658 0.999078 0.0539578 0.0732095 1.33264 0.0818691 0.999109 0.0722849
14.9902 0.999925 0.0154209 0.0346934 1.33464 0.0304917 0.999933 0.0337661
15.0146 0.999831 -0.0231306 -0.00385531 1.33538 -0.0209627 0.999817 -0.00478452
15.0391 0.998795 -0.0616603 -0.0424004 1.33487 -0.0724458 0.998759 -0.0433306
15.0635 0.99682 -0.100132 -0.0809056 1.3331 -0.123909 0.996761 -0.0818359
15.0879 0.993907 -0.138509 -0.119335 1.33008 -0.175304 0.993825 -0.120264
15.1123 0.990058 -0.176756 -0.157651 1.3258 -0.226583 0.989953 -0.158579
15.1367 0.985278 -0.214837 -0.19582 1.32026 -0.277697 0.98515 -0.196745
15.1611 0.97957 -0.252716 -0.233804 1.31348 -0.328597 0.979419 -0.234726
15.1855 0.97294 -0.290356 -0.271568 1.30546 -0.379236 0.972767 -0.272485
15.21 0.965394 -0.327724 -0.309076 1.2962 -0.429566 0.965199 -0.309989
15.2344 0.95694 -0.364782 -0.346294 1.28572 -0.479538 0.956722 -0.3472
15.2588 0.947586 -0.401498 -0.383185 1.27401 -0.529107 0.947345 -0.384085
15.2832 0.937339 -0.437836 -0.419716 1.26109 -0.578224 0.937076 -0.420608
15.3076 0.92621 -0.473761 -0.455852 1.24697 -0.626843 0.925926 -0.456735
15.332 0.91421 -0.509241 -0.491559 1.23167 -0.674917 0.913903 -0.492432
15.3564 0.901349 -0.544242 -0.526803 1.21519 -0.722402 0.901021 -0.527666
15.3809 0.88764 -0.57873 -0.561552 1.19756 -0.769252 0.88729 -0.562403
15.4053 0.873095 -0.612674 -0.595772 1.17878 -0.815421 0.872725 -0.596611
15.4297 0.857729 -0.646041 -0.629431 1.15887 -0.860867 0.857337 -0.630257
15.4541 0.841555 -0.678799 -0.662498 1.13785 -0.905545 0.841143 -0.663311
